"","Estado","Registros","Ano","Mês","Região"
"1","Acre",270,"2020","Junho","Todas"
"2","Alagoas",954,"2020","Junho","Todas"
"3","Amapá",150,"2020","Junho","Todas"
"4","Amazonas",646,"2020","Junho","Todas"
"5","Bahia",2136,"2020","Junho","Todas"
"6","Ceará",2460,"2020","Junho","Todas"
"7","Distrito Federal",546,"2020","Junho","Todas"
"8","Espírito Santo",1182,"2020","Junho","Todas"
"9","Goiás",1035,"2020","Junho","Todas"
"10","Maranhão",1091,"2020","Junho","Todas"
"11","Mato Grosso",302,"2020","Junho","Todas"
"12","Mato Grosso do Sul",435,"2020","Junho","Todas"
"13","Minas Gerais",4085,"2020","Junho","Todas"
"14","Paraná",2234,"2020","Junho","Todas"
"15","Paraíba",1198,"2020","Junho","Todas"
"16","Pará",925,"2020","Junho","Todas"
"17","Pernambuco",2694,"2020","Junho","Todas"
"18","Piauí",275,"2020","Junho","Todas"
"19","Rio Grande do Norte",542,"2020","Junho","Todas"
"20","Rio Grande do Sul",3093,"2020","Junho","Todas"
"21","Rio de Janeiro",4848,"2020","Junho","Todas"
"22","Rondônia",205,"2020","Junho","Todas"
"23","Roraima",66,"2020","Junho","Todas"
"24","Santa Catarina",1388,"2020","Junho","Todas"
"25","Sergipe",567,"2020","Junho","Todas"
"26","São Paulo",14266,"2020","Junho","Todas"
"27","Tocantins",174,"2020","Junho","Todas"
