"","Estado","Registros","Ano","Mês","Região"
"1","Acre",152,"2016","Março","Todas"
"2","Alagoas",863,"2016","Março","Todas"
"3","Amapá",146,"2016","Março","Todas"
"4","Amazonas",173,"2016","Março","Todas"
"5","Bahia",3154,"2016","Março","Todas"
"6","Ceará",2431,"2016","Março","Todas"
"7","Distrito Federal",1221,"2016","Março","Todas"
"8","Espírito Santo",1971,"2016","Março","Todas"
"9","Goiás",2019,"2016","Março","Todas"
"10","Maranhão",385,"2016","Março","Todas"
"11","Mato Grosso",1162,"2016","Março","Todas"
"12","Mato Grosso do Sul",1182,"2016","Março","Todas"
"13","Minas Gerais",11263,"2016","Março","Todas"
"14","Paraná",6128,"2016","Março","Todas"
"15","Paraíba",2263,"2016","Março","Todas"
"16","Pará",1171,"2016","Março","Todas"
"17","Pernambuco",6147,"2016","Março","Todas"
"18","Piauí",516,"2016","Março","Todas"
"19","Rio Grande do Norte",876,"2016","Março","Todas"
"20","Rio Grande do Sul",2420,"2016","Março","Todas"
"21","Rio de Janeiro",1559,"2016","Março","Todas"
"22","Rondônia",654,"2016","Março","Todas"
"23","Roraima",150,"2016","Março","Todas"
"24","Santa Catarina",2497,"2016","Março","Todas"
"25","Sergipe",1176,"2016","Março","Todas"
"26","São Paulo",25183,"2016","Março","Todas"
"27","Tocantins",361,"2016","Março","Todas"
