"","Estado","Registros","Ano","Mês","Região"
"1","Acre",307,"2019","Outubro","Todas"
"2","Alagoas",1426,"2019","Outubro","Todas"
"3","Amapá",206,"2019","Outubro","Todas"
"4","Amazonas",1180,"2019","Outubro","Todas"
"5","Bahia",5680,"2019","Outubro","Todas"
"6","Ceará",3387,"2019","Outubro","Todas"
"7","Distrito Federal",1300,"2019","Outubro","Todas"
"8","Espírito Santo",2011,"2019","Outubro","Todas"
"9","Goiás",2846,"2019","Outubro","Todas"
"10","Maranhão",1721,"2019","Outubro","Todas"
"11","Mato Grosso",1249,"2019","Outubro","Todas"
"12","Mato Grosso do Sul",1363,"2019","Outubro","Todas"
"13","Minas Gerais",10234,"2019","Outubro","Todas"
"14","Paraná",5743,"2019","Outubro","Todas"
"15","Paraíba",2224,"2019","Outubro","Todas"
"16","Pará",2068,"2019","Outubro","Todas"
"17","Pernambuco",5173,"2019","Outubro","Todas"
"18","Piauí",1224,"2019","Outubro","Todas"
"19","Rio Grande do Norte",1378,"2019","Outubro","Todas"
"20","Rio Grande do Sul",7856,"2019","Outubro","Todas"
"21","Rio de Janeiro",10680,"2019","Outubro","Todas"
"22","Rondônia",632,"2019","Outubro","Todas"
"23","Roraima",189,"2019","Outubro","Todas"
"24","Santa Catarina",3653,"2019","Outubro","Todas"
"25","Sergipe",1081,"2019","Outubro","Todas"
"26","São Paulo",26377,"2019","Outubro","Todas"
"27","Tocantins",519,"2019","Outubro","Todas"
