"","Estado","Registros","Ano","Mês","Região"
"1","Acre",2495,"2016","Todos","Todas"
"2","Alagoas",12165,"2016","Todos","Todas"
"3","Amapá",2225,"2016","Todos","Todas"
"4","Amazonas",3964,"2016","Todos","Todas"
"5","Bahia",33779,"2016","Todos","Todas"
"6","Ceará",27035,"2016","Todos","Todas"
"7","Distrito Federal",13986,"2016","Todos","Todas"
"8","Espírito Santo",23306,"2016","Todos","Todas"
"9","Goiás",25523,"2016","Todos","Todas"
"10","Maranhão",5283,"2016","Todos","Todas"
"11","Mato Grosso",15023,"2016","Todos","Todas"
"12","Mato Grosso do Sul",14879,"2016","Todos","Todas"
"13","Minas Gerais",134685,"2016","Todos","Todas"
"14","Paraná",75342,"2016","Todos","Todas"
"15","Paraíba",21680,"2016","Todos","Todas"
"16","Pará",10554,"2016","Todos","Todas"
"17","Pernambuco",57924,"2016","Todos","Todas"
"18","Piauí",7133,"2016","Todos","Todas"
"19","Rio Grande do Norte",8276,"2016","Todos","Todas"
"20","Rio Grande do Sul",44962,"2016","Todos","Todas"
"21","Rio de Janeiro",43802,"2016","Todos","Todas"
"22","Rondônia",7104,"2016","Todos","Todas"
"23","Roraima",1723,"2016","Todos","Todas"
"24","Santa Catarina",33901,"2016","Todos","Todas"
"25","Sergipe",12404,"2016","Todos","Todas"
"26","São Paulo",300491,"2016","Todos","Todas"
"27","Tocantins",4150,"2016","Todos","Todas"
