"","Estado","Registros","Ano","Mês","Região"
"1","Acre",3909,"2018","Todos","Todas"
"2","Alagoas",14926,"2018","Todos","Todas"
"3","Amapá",2684,"2018","Todos","Todas"
"4","Amazonas",6858,"2018","Todos","Todas"
"5","Bahia",58503,"2018","Todos","Todas"
"6","Ceará",40637,"2018","Todos","Todas"
"7","Distrito Federal",14354,"2018","Todos","Todas"
"8","Espírito Santo",23826,"2018","Todos","Todas"
"9","Goiás",31298,"2018","Todos","Todas"
"10","Maranhão",14395,"2018","Todos","Todas"
"11","Mato Grosso",15673,"2018","Todos","Todas"
"12","Mato Grosso do Sul",15582,"2018","Todos","Todas"
"13","Minas Gerais",128909,"2018","Todos","Todas"
"14","Paraná",73217,"2018","Todos","Todas"
"15","Paraíba",25742,"2018","Todos","Todas"
"16","Pará",16642,"2018","Todos","Todas"
"17","Pernambuco",59571,"2018","Todos","Todas"
"18","Piauí",10588,"2018","Todos","Todas"
"19","Rio Grande do Norte",14348,"2018","Todos","Todas"
"20","Rio Grande do Sul",77525,"2018","Todos","Todas"
"21","Rio de Janeiro",77441,"2018","Todos","Todas"
"22","Rondônia",7758,"2018","Todos","Todas"
"23","Roraima",2363,"2018","Todos","Todas"
"24","Santa Catarina",40348,"2018","Todos","Todas"
"25","Sergipe",12613,"2018","Todos","Todas"
"26","São Paulo",303073,"2018","Todos","Todas"
"27","Tocantins",5985,"2018","Todos","Todas"
