"","Estado","Registros","Ano","Mês","Região"
"1","Acre",2295,"2020","Todos","Todas"
"2","Alagoas",10241,"2020","Todos","Todas"
"3","Amapá",1446,"2020","Todos","Todas"
"4","Amazonas",10447,"2020","Todos","Todas"
"5","Bahia",32627,"2020","Todos","Todas"
"6","Ceará",26942,"2020","Todos","Todas"
"7","Distrito Federal",7419,"2020","Todos","Todas"
"8","Espírito Santo",13180,"2020","Todos","Todas"
"9","Goiás",15720,"2020","Todos","Todas"
"10","Maranhão",12980,"2020","Todos","Todas"
"11","Mato Grosso",6607,"2020","Todos","Todas"
"12","Mato Grosso do Sul",7385,"2020","Todos","Todas"
"13","Minas Gerais",59971,"2020","Todos","Todas"
"14","Paraná",33177,"2020","Todos","Todas"
"15","Paraíba",13381,"2020","Todos","Todas"
"16","Pará",15939,"2020","Todos","Todas"
"17","Pernambuco",35844,"2020","Todos","Todas"
"18","Piauí",6025,"2020","Todos","Todas"
"19","Rio Grande do Norte",8636,"2020","Todos","Todas"
"20","Rio Grande do Sul",40471,"2020","Todos","Todas"
"21","Rio de Janeiro",76805,"2020","Todos","Todas"
"22","Rondônia",4129,"2020","Todos","Todas"
"23","Roraima",1322,"2020","Todos","Todas"
"24","Santa Catarina",19390,"2020","Todos","Todas"
"25","Sergipe",6107,"2020","Todos","Todas"
"26","São Paulo",164259,"2020","Todos","Todas"
"27","Tocantins",2899,"2020","Todos","Todas"
