"","Estado","Registros","Ano","Mês","Região"
"1","Acre",269,"2017","Abril","Todas"
"2","Alagoas",893,"2017","Abril","Todas"
"3","Amapá",146,"2017","Abril","Todas"
"4","Amazonas",196,"2017","Abril","Todas"
"5","Bahia",3069,"2017","Abril","Todas"
"6","Ceará",3373,"2017","Abril","Todas"
"7","Distrito Federal",1240,"2017","Abril","Todas"
"8","Espírito Santo",1921,"2017","Abril","Todas"
"9","Goiás",2446,"2017","Abril","Todas"
"10","Maranhão",437,"2017","Abril","Todas"
"11","Mato Grosso",1291,"2017","Abril","Todas"
"12","Mato Grosso do Sul",1169,"2017","Abril","Todas"
"13","Minas Gerais",10113,"2017","Abril","Todas"
"14","Paraná",5435,"2017","Abril","Todas"
"15","Paraíba",1748,"2017","Abril","Todas"
"16","Pará",957,"2017","Abril","Todas"
"17","Pernambuco",4691,"2017","Abril","Todas"
"18","Piauí",479,"2017","Abril","Todas"
"19","Rio Grande do Norte",1060,"2017","Abril","Todas"
"20","Rio Grande do Sul",4389,"2017","Abril","Todas"
"21","Rio de Janeiro",2614,"2017","Abril","Todas"
"22","Rondônia",684,"2017","Abril","Todas"
"23","Roraima",136,"2017","Abril","Todas"
"24","Santa Catarina",2577,"2017","Abril","Todas"
"25","Sergipe",918,"2017","Abril","Todas"
"26","São Paulo",22018,"2017","Abril","Todas"
"27","Tocantins",450,"2017","Abril","Todas"
