"","Estado","Registros","Ano","Mês","Região"
"1","Acre",218,"2015","Junho","Todas"
"2","Alagoas",472,"2015","Junho","Todas"
"3","Amapá",172,"2015","Junho","Todas"
"4","Amazonas",129,"2015","Junho","Todas"
"5","Bahia",2355,"2015","Junho","Todas"
"6","Ceará",736,"2015","Junho","Todas"
"7","Distrito Federal",1200,"2015","Junho","Todas"
"8","Espírito Santo",1980,"2015","Junho","Todas"
"9","Goiás",2041,"2015","Junho","Todas"
"10","Maranhão",156,"2015","Junho","Todas"
"11","Mato Grosso",1263,"2015","Junho","Todas"
"12","Mato Grosso do Sul",618,"2015","Junho","Todas"
"13","Minas Gerais",11018,"2015","Junho","Todas"
"14","Paraná",6445,"2015","Junho","Todas"
"15","Paraíba",1562,"2015","Junho","Todas"
"16","Pará",216,"2015","Junho","Todas"
"17","Pernambuco",4519,"2015","Junho","Todas"
"18","Piauí",225,"2015","Junho","Todas"
"19","Rio Grande do Norte",322,"2015","Junho","Todas"
"20","Rio Grande do Sul",2848,"2015","Junho","Todas"
"21","Rio de Janeiro",980,"2015","Junho","Todas"
"22","Rondônia",419,"2015","Junho","Todas"
"23","Roraima",92,"2015","Junho","Todas"
"24","Santa Catarina",2790,"2015","Junho","Todas"
"25","Sergipe",991,"2015","Junho","Todas"
"26","São Paulo",25876,"2015","Junho","Todas"
"27","Tocantins",259,"2015","Junho","Todas"
