"","Estado","Registros","Ano","Mês","Região"
"1","Acre",560,"2020","Junho","Junho"
"2","Alagoas",2101,"2020","Junho","Junho"
"3","Amapá",344,"2020","Junho","Junho"
"4","Amazonas",1289,"2020","Junho","Junho"
"5","Bahia",5334,"2020","Junho","Junho"
"6","Ceará",4703,"2020","Junho","Junho"
"7","Distrito Federal",1345,"2020","Junho","Junho"
"8","Espírito Santo",2523,"2020","Junho","Junho"
"9","Goiás",2345,"2020","Junho","Junho"
"10","Maranhão",2417,"2020","Junho","Junho"
"11","Mato Grosso",836,"2020","Junho","Junho"
"12","Mato Grosso do Sul",1066,"2020","Junho","Junho"
"13","Minas Gerais",8091,"2020","Junho","Junho"
"14","Paraná",5085,"2020","Junho","Junho"
"15","Paraíba",2291,"2020","Junho","Junho"
"16","Pará",2065,"2020","Junho","Junho"
"17","Pernambuco",5573,"2020","Junho","Junho"
"18","Piauí",760,"2020","Junho","Junho"
"19","Rio Grande do Norte",1598,"2020","Junho","Junho"
"20","Rio Grande do Sul",6562,"2020","Junho","Junho"
"21","Rio de Janeiro",11321,"2020","Junho","Junho"
"22","Rondônia",454,"2020","Junho","Junho"
"23","Roraima",221,"2020","Junho","Junho"
"24","Santa Catarina",3031,"2020","Junho","Junho"
"25","Sergipe",1162,"2020","Junho","Junho"
"26","São Paulo",29617,"2020","Junho","Junho"
"27","Tocantins",420,"2020","Junho","Junho"
