"","Estado","Registros","Ano","Mês","Região"
"1","Acre",252,"2015","Março","Todas"
"2","Alagoas",397,"2015","Março","Todas"
"3","Amapá",117,"2015","Março","Todas"
"4","Amazonas",150,"2015","Março","Todas"
"5","Bahia",2329,"2015","Março","Todas"
"6","Ceará",652,"2015","Março","Todas"
"7","Distrito Federal",1252,"2015","Março","Todas"
"8","Espírito Santo",1938,"2015","Março","Todas"
"9","Goiás",1886,"2015","Março","Todas"
"10","Maranhão",186,"2015","Março","Todas"
"11","Mato Grosso",1225,"2015","Março","Todas"
"12","Mato Grosso do Sul",563,"2015","Março","Todas"
"13","Minas Gerais",9441,"2015","Março","Todas"
"14","Paraná",5700,"2015","Março","Todas"
"15","Paraíba",1265,"2015","Março","Todas"
"16","Pará",309,"2015","Março","Todas"
"17","Pernambuco",4739,"2015","Março","Todas"
"18","Piauí",163,"2015","Março","Todas"
"19","Rio Grande do Norte",505,"2015","Março","Todas"
"20","Rio Grande do Sul",2365,"2015","Março","Todas"
"21","Rio de Janeiro",877,"2015","Março","Todas"
"22","Rondônia",416,"2015","Março","Todas"
"23","Roraima",67,"2015","Março","Todas"
"24","Santa Catarina",2369,"2015","Março","Todas"
"25","Sergipe",955,"2015","Março","Todas"
"26","São Paulo",23235,"2015","Março","Todas"
"27","Tocantins",260,"2015","Março","Todas"
