"","Estado","Registros","Ano","Mês","Região"
"1","Acre",197,"2015","Julho","Todas"
"2","Alagoas",694,"2015","Julho","Todas"
"3","Amapá",176,"2015","Julho","Todas"
"4","Amazonas",114,"2015","Julho","Todas"
"5","Bahia",2839,"2015","Julho","Todas"
"6","Ceará",631,"2015","Julho","Todas"
"7","Distrito Federal",1199,"2015","Julho","Todas"
"8","Espírito Santo",2067,"2015","Julho","Todas"
"9","Goiás",1839,"2015","Julho","Todas"
"10","Maranhão",157,"2015","Julho","Todas"
"11","Mato Grosso",1444,"2015","Julho","Todas"
"12","Mato Grosso do Sul",701,"2015","Julho","Todas"
"13","Minas Gerais",11123,"2015","Julho","Todas"
"14","Paraná",6898,"2015","Julho","Todas"
"15","Paraíba",1678,"2015","Julho","Todas"
"16","Pará",309,"2015","Julho","Todas"
"17","Pernambuco",4681,"2015","Julho","Todas"
"18","Piauí",220,"2015","Julho","Todas"
"19","Rio Grande do Norte",273,"2015","Julho","Todas"
"20","Rio Grande do Sul",4029,"2015","Julho","Todas"
"21","Rio de Janeiro",843,"2015","Julho","Todas"
"22","Rondônia",416,"2015","Julho","Todas"
"23","Roraima",70,"2015","Julho","Todas"
"24","Santa Catarina",2912,"2015","Julho","Todas"
"25","Sergipe",1029,"2015","Julho","Todas"
"26","São Paulo",27062,"2015","Julho","Todas"
"27","Tocantins",210,"2015","Julho","Todas"
