"","Estado","Registros","Ano","Mês","Região"
"1","Acre",249,"2015","Janeiro","Todas"
"2","Alagoas",804,"2015","Janeiro","Todas"
"3","Amapá",195,"2015","Janeiro","Todas"
"4","Amazonas",309,"2015","Janeiro","Todas"
"5","Bahia",2513,"2015","Janeiro","Todas"
"6","Ceará",521,"2015","Janeiro","Todas"
"7","Distrito Federal",1277,"2015","Janeiro","Todas"
"8","Espírito Santo",1989,"2015","Janeiro","Todas"
"9","Goiás",2018,"2015","Janeiro","Todas"
"10","Maranhão",195,"2015","Janeiro","Todas"
"11","Mato Grosso",1293,"2015","Janeiro","Todas"
"12","Mato Grosso do Sul",613,"2015","Janeiro","Todas"
"13","Minas Gerais",9891,"2015","Janeiro","Todas"
"14","Paraná",5821,"2015","Janeiro","Todas"
"15","Paraíba",1475,"2015","Janeiro","Todas"
"16","Pará",291,"2015","Janeiro","Todas"
"17","Pernambuco",4974,"2015","Janeiro","Todas"
"18","Piauí",215,"2015","Janeiro","Todas"
"19","Rio Grande do Norte",343,"2015","Janeiro","Todas"
"20","Rio Grande do Sul",3266,"2015","Janeiro","Todas"
"21","Rio de Janeiro",1202,"2015","Janeiro","Todas"
"22","Rondônia",524,"2015","Janeiro","Todas"
"23","Roraima",89,"2015","Janeiro","Todas"
"24","Santa Catarina",2586,"2015","Janeiro","Todas"
"25","Sergipe",904,"2015","Janeiro","Todas"
"26","São Paulo",26120,"2015","Janeiro","Todas"
"27","Tocantins",274,"2015","Janeiro","Todas"
