"","Estado","Registros","Ano","Mês","Região"
"1","Acre",339,"2019","Setembro","Todas"
"2","Alagoas",1474,"2019","Setembro","Todas"
"3","Amapá",226,"2019","Setembro","Todas"
"4","Amazonas",1145,"2019","Setembro","Todas"
"5","Bahia",5699,"2019","Setembro","Todas"
"6","Ceará",3252,"2019","Setembro","Todas"
"7","Distrito Federal",1301,"2019","Setembro","Todas"
"8","Espírito Santo",2088,"2019","Setembro","Todas"
"9","Goiás",2813,"2019","Setembro","Todas"
"10","Maranhão",1653,"2019","Setembro","Todas"
"11","Mato Grosso",1348,"2019","Setembro","Todas"
"12","Mato Grosso do Sul",1441,"2019","Setembro","Todas"
"13","Minas Gerais",10335,"2019","Setembro","Todas"
"14","Paraná",6129,"2019","Setembro","Todas"
"15","Paraíba",2216,"2019","Setembro","Todas"
"16","Pará",2188,"2019","Setembro","Todas"
"17","Pernambuco",5180,"2019","Setembro","Todas"
"18","Piauí",1142,"2019","Setembro","Todas"
"19","Rio Grande do Norte",1371,"2019","Setembro","Todas"
"20","Rio Grande do Sul",8040,"2019","Setembro","Todas"
"21","Rio de Janeiro",11750,"2019","Setembro","Todas"
"22","Rondônia",715,"2019","Setembro","Todas"
"23","Roraima",230,"2019","Setembro","Todas"
"24","Santa Catarina",3689,"2019","Setembro","Todas"
"25","Sergipe",992,"2019","Setembro","Todas"
"26","São Paulo",25877,"2019","Setembro","Todas"
"27","Tocantins",470,"2019","Setembro","Todas"
