"","Estado","Registros","Ano","Mês","Região"
"1","Acre",185,"2016","Maio","Todas"
"2","Alagoas",1005,"2016","Maio","Todas"
"3","Amapá",179,"2016","Maio","Todas"
"4","Amazonas",117,"2016","Maio","Todas"
"5","Bahia",2416,"2016","Maio","Todas"
"6","Ceará",2483,"2016","Maio","Todas"
"7","Distrito Federal",1199,"2016","Maio","Todas"
"8","Espírito Santo",2076,"2016","Maio","Todas"
"9","Goiás",2129,"2016","Maio","Todas"
"10","Maranhão",359,"2016","Maio","Todas"
"11","Mato Grosso",1166,"2016","Maio","Todas"
"12","Mato Grosso do Sul",1354,"2016","Maio","Todas"
"13","Minas Gerais",12191,"2016","Maio","Todas"
"14","Paraná",6815,"2016","Maio","Todas"
"15","Paraíba",2070,"2016","Maio","Todas"
"16","Pará",1151,"2016","Maio","Todas"
"17","Pernambuco",5097,"2016","Maio","Todas"
"18","Piauí",623,"2016","Maio","Todas"
"19","Rio Grande do Norte",531,"2016","Maio","Todas"
"20","Rio Grande do Sul",3281,"2016","Maio","Todas"
"21","Rio de Janeiro",1488,"2016","Maio","Todas"
"22","Rondônia",745,"2016","Maio","Todas"
"23","Roraima",134,"2016","Maio","Todas"
"24","Santa Catarina",2731,"2016","Maio","Todas"
"25","Sergipe",722,"2016","Maio","Todas"
"26","São Paulo",25287,"2016","Maio","Todas"
"27","Tocantins",377,"2016","Maio","Todas"
