"","Estado","Registros","Ano","Mês","Região"
"1","Acre",308,"2018","Maio","Todas"
"2","Alagoas",1347,"2018","Maio","Todas"
"3","Amapá",163,"2018","Maio","Todas"
"4","Amazonas",307,"2018","Maio","Todas"
"5","Bahia",5092,"2018","Maio","Todas"
"6","Ceará",3863,"2018","Maio","Todas"
"7","Distrito Federal",1223,"2018","Maio","Todas"
"8","Espírito Santo",2165,"2018","Maio","Todas"
"9","Goiás",2800,"2018","Maio","Todas"
"10","Maranhão",1273,"2018","Maio","Todas"
"11","Mato Grosso",1511,"2018","Maio","Todas"
"12","Mato Grosso do Sul",1350,"2018","Maio","Todas"
"13","Minas Gerais",11349,"2018","Maio","Todas"
"14","Paraná",6331,"2018","Maio","Todas"
"15","Paraíba",2404,"2018","Maio","Todas"
"16","Pará",1396,"2018","Maio","Todas"
"17","Pernambuco",5568,"2018","Maio","Todas"
"18","Piauí",901,"2018","Maio","Todas"
"19","Rio Grande do Norte",1244,"2018","Maio","Todas"
"20","Rio Grande do Sul",5857,"2018","Maio","Todas"
"21","Rio de Janeiro",2108,"2018","Maio","Todas"
"22","Rondônia",493,"2018","Maio","Todas"
"23","Roraima",220,"2018","Maio","Todas"
"24","Santa Catarina",3313,"2018","Maio","Todas"
"25","Sergipe",1130,"2018","Maio","Todas"
"26","São Paulo",26296,"2018","Maio","Todas"
"27","Tocantins",580,"2018","Maio","Todas"
