"","Estado","Registros","Ano","Mês","Região"
"1","Acre",336,"2020","Março","Todas"
"2","Alagoas",1397,"2020","Março","Todas"
"3","Amapá",177,"2020","Março","Todas"
"4","Amazonas",1238,"2020","Março","Todas"
"5","Bahia",5076,"2020","Março","Todas"
"6","Ceará",3614,"2020","Março","Todas"
"7","Distrito Federal",1294,"2020","Março","Todas"
"8","Espírito Santo",2099,"2020","Março","Todas"
"9","Goiás",2666,"2020","Março","Todas"
"10","Maranhão",1771,"2020","Março","Todas"
"11","Mato Grosso",1236,"2020","Março","Todas"
"12","Mato Grosso do Sul",1380,"2020","Março","Todas"
"13","Minas Gerais",10572,"2020","Março","Todas"
"14","Paraná",5870,"2020","Março","Todas"
"15","Paraíba",2171,"2020","Março","Todas"
"16","Pará",2331,"2020","Março","Todas"
"17","Pernambuco",5514,"2020","Março","Todas"
"18","Piauí",846,"2020","Março","Todas"
"19","Rio Grande do Norte",1351,"2020","Março","Todas"
"20","Rio Grande do Sul",6643,"2020","Março","Todas"
"21","Rio de Janeiro",11235,"2020","Março","Todas"
"22","Rondônia",731,"2020","Março","Todas"
"23","Roraima",201,"2020","Março","Todas"
"24","Santa Catarina",2970,"2020","Março","Todas"
"25","Sergipe",994,"2020","Março","Todas"
"26","São Paulo",26679,"2020","Março","Todas"
"27","Tocantins",525,"2020","Março","Todas"
