"","Estado","Registros","Ano","Mês","Região"
"1","Acre",215,"2015","Abril","Todas"
"2","Alagoas",488,"2015","Abril","Todas"
"3","Amapá",186,"2015","Abril","Todas"
"4","Amazonas",114,"2015","Abril","Todas"
"5","Bahia",1998,"2015","Abril","Todas"
"6","Ceará",701,"2015","Abril","Todas"
"7","Distrito Federal",1275,"2015","Abril","Todas"
"8","Espírito Santo",1761,"2015","Abril","Todas"
"9","Goiás",2089,"2015","Abril","Todas"
"10","Maranhão",190,"2015","Abril","Todas"
"11","Mato Grosso",1355,"2015","Abril","Todas"
"12","Mato Grosso do Sul",607,"2015","Abril","Todas"
"13","Minas Gerais",9464,"2015","Abril","Todas"
"14","Paraná",5655,"2015","Abril","Todas"
"15","Paraíba",1399,"2015","Abril","Todas"
"16","Pará",260,"2015","Abril","Todas"
"17","Pernambuco",4626,"2015","Abril","Todas"
"18","Piauí",216,"2015","Abril","Todas"
"19","Rio Grande do Norte",460,"2015","Abril","Todas"
"20","Rio Grande do Sul",2503,"2015","Abril","Todas"
"21","Rio de Janeiro",806,"2015","Abril","Todas"
"22","Rondônia",436,"2015","Abril","Todas"
"23","Roraima",77,"2015","Abril","Todas"
"24","Santa Catarina",2110,"2015","Abril","Todas"
"25","Sergipe",915,"2015","Abril","Todas"
"26","São Paulo",24378,"2015","Abril","Todas"
"27","Tocantins",242,"2015","Abril","Todas"
