"","Estado","Registros","Ano","Mês","Região"
"1","Acre",277,"2017","Outubro","Todas"
"2","Alagoas",914,"2017","Outubro","Todas"
"3","Amapá",236,"2017","Outubro","Todas"
"4","Amazonas",589,"2017","Outubro","Todas"
"5","Bahia",3576,"2017","Outubro","Todas"
"6","Ceará",3028,"2017","Outubro","Todas"
"7","Distrito Federal",1296,"2017","Outubro","Todas"
"8","Espírito Santo",2128,"2017","Outubro","Todas"
"9","Goiás",2687,"2017","Outubro","Todas"
"10","Maranhão",567,"2017","Outubro","Todas"
"11","Mato Grosso",1422,"2017","Outubro","Todas"
"12","Mato Grosso do Sul",1180,"2017","Outubro","Todas"
"13","Minas Gerais",11900,"2017","Outubro","Todas"
"14","Paraná",5999,"2017","Outubro","Todas"
"15","Paraíba",1947,"2017","Outubro","Todas"
"16","Pará",776,"2017","Outubro","Todas"
"17","Pernambuco",4968,"2017","Outubro","Todas"
"18","Piauí",516,"2017","Outubro","Todas"
"19","Rio Grande do Norte",1101,"2017","Outubro","Todas"
"20","Rio Grande do Sul",3661,"2017","Outubro","Todas"
"21","Rio de Janeiro",1466,"2017","Outubro","Todas"
"22","Rondônia",677,"2017","Outubro","Todas"
"23","Roraima",147,"2017","Outubro","Todas"
"24","Santa Catarina",3037,"2017","Outubro","Todas"
"25","Sergipe",1137,"2017","Outubro","Todas"
"26","São Paulo",25622,"2017","Outubro","Todas"
"27","Tocantins",483,"2017","Outubro","Todas"
