"","Estado","Registros","Ano","Mês","Região"
"1","Acre",328,"2019","Março","Todas"
"2","Alagoas",1331,"2019","Março","Todas"
"3","Amapá",252,"2019","Março","Todas"
"4","Amazonas",1224,"2019","Março","Todas"
"5","Bahia",5096,"2019","Março","Todas"
"6","Ceará",3481,"2019","Março","Todas"
"7","Distrito Federal",1182,"2019","Março","Todas"
"8","Espírito Santo",1994,"2019","Março","Todas"
"9","Goiás",2533,"2019","Março","Todas"
"10","Maranhão",1749,"2019","Março","Todas"
"11","Mato Grosso",1144,"2019","Março","Todas"
"12","Mato Grosso do Sul",1186,"2019","Março","Todas"
"13","Minas Gerais",9677,"2019","Março","Todas"
"14","Paraná",5384,"2019","Março","Todas"
"15","Paraíba",2150,"2019","Março","Todas"
"16","Pará",2191,"2019","Março","Todas"
"17","Pernambuco",4983,"2019","Março","Todas"
"18","Piauí",1195,"2019","Março","Todas"
"19","Rio Grande do Norte",1320,"2019","Março","Todas"
"20","Rio Grande do Sul",6490,"2019","Março","Todas"
"21","Rio de Janeiro",10472,"2019","Março","Todas"
"22","Rondônia",464,"2019","Março","Todas"
"23","Roraima",164,"2019","Março","Todas"
"24","Santa Catarina",3139,"2019","Março","Todas"
"25","Sergipe",1072,"2019","Março","Todas"
"26","São Paulo",23514,"2019","Março","Todas"
"27","Tocantins",419,"2019","Março","Todas"
