"","Estado","Registros","Ano","Mês","Região"
"1","Acre",311,"2018","Janeiro","Todas"
"2","Alagoas",1059,"2018","Janeiro","Todas"
"3","Amapá",253,"2018","Janeiro","Todas"
"4","Amazonas",607,"2018","Janeiro","Todas"
"5","Bahia",4392,"2018","Janeiro","Todas"
"6","Ceará",3402,"2018","Janeiro","Todas"
"7","Distrito Federal",1131,"2018","Janeiro","Todas"
"8","Espírito Santo",2016,"2018","Janeiro","Todas"
"9","Goiás",2715,"2018","Janeiro","Todas"
"10","Maranhão",1004,"2018","Janeiro","Todas"
"11","Mato Grosso",1481,"2018","Janeiro","Todas"
"12","Mato Grosso do Sul",1225,"2018","Janeiro","Todas"
"13","Minas Gerais",11734,"2018","Janeiro","Todas"
"14","Paraná",6036,"2018","Janeiro","Todas"
"15","Paraíba",2183,"2018","Janeiro","Todas"
"16","Pará",1218,"2018","Janeiro","Todas"
"17","Pernambuco",5169,"2018","Janeiro","Todas"
"18","Piauí",944,"2018","Janeiro","Todas"
"19","Rio Grande do Norte",1289,"2018","Janeiro","Todas"
"20","Rio Grande do Sul",6009,"2018","Janeiro","Todas"
"21","Rio de Janeiro",3646,"2018","Janeiro","Todas"
"22","Rondônia",737,"2018","Janeiro","Todas"
"23","Roraima",171,"2018","Janeiro","Todas"
"24","Santa Catarina",3277,"2018","Janeiro","Todas"
"25","Sergipe",1087,"2018","Janeiro","Todas"
"26","São Paulo",25098,"2018","Janeiro","Todas"
"27","Tocantins",534,"2018","Janeiro","Todas"
