"","Estado","Registros","Ano","Mês","Região"
"1","Acre",275,"2018","Novembro","Todas"
"2","Alagoas",1040,"2018","Novembro","Todas"
"3","Amapá",201,"2018","Novembro","Todas"
"4","Amazonas",606,"2018","Novembro","Todas"
"5","Bahia",4655,"2018","Novembro","Todas"
"6","Ceará",3299,"2018","Novembro","Todas"
"7","Distrito Federal",1157,"2018","Novembro","Todas"
"8","Espírito Santo",1878,"2018","Novembro","Todas"
"9","Goiás",2413,"2018","Novembro","Todas"
"10","Maranhão",1282,"2018","Novembro","Todas"
"11","Mato Grosso",965,"2018","Novembro","Todas"
"12","Mato Grosso do Sul",1234,"2018","Novembro","Todas"
"13","Minas Gerais",9292,"2018","Novembro","Todas"
"14","Paraná",5507,"2018","Novembro","Todas"
"15","Paraíba",1971,"2018","Novembro","Todas"
"16","Pará",1616,"2018","Novembro","Todas"
"17","Pernambuco",4597,"2018","Novembro","Todas"
"18","Piauí",1004,"2018","Novembro","Todas"
"19","Rio Grande do Norte",1025,"2018","Novembro","Todas"
"20","Rio Grande do Sul",6106,"2018","Novembro","Todas"
"21","Rio de Janeiro",9993,"2018","Novembro","Todas"
"22","Rondônia",676,"2018","Novembro","Todas"
"23","Roraima",172,"2018","Novembro","Todas"
"24","Santa Catarina",3202,"2018","Novembro","Todas"
"25","Sergipe",988,"2018","Novembro","Todas"
"26","São Paulo",24545,"2018","Novembro","Todas"
"27","Tocantins",461,"2018","Novembro","Todas"
