"","Estado","Registros","Ano","Mês","Região"
"1","Acre",156,"2015","Novembro","Todas"
"2","Alagoas",852,"2015","Novembro","Todas"
"3","Amapá",167,"2015","Novembro","Todas"
"4","Amazonas",115,"2015","Novembro","Todas"
"5","Bahia",3044,"2015","Novembro","Todas"
"6","Ceará",681,"2015","Novembro","Todas"
"7","Distrito Federal",913,"2015","Novembro","Todas"
"8","Espírito Santo",1792,"2015","Novembro","Todas"
"9","Goiás",1895,"2015","Novembro","Todas"
"10","Maranhão",182,"2015","Novembro","Todas"
"11","Mato Grosso",1310,"2015","Novembro","Todas"
"12","Mato Grosso do Sul",712,"2015","Novembro","Todas"
"13","Minas Gerais",9566,"2015","Novembro","Todas"
"14","Paraná",5543,"2015","Novembro","Todas"
"15","Paraíba",1567,"2015","Novembro","Todas"
"16","Pará",312,"2015","Novembro","Todas"
"17","Pernambuco",2923,"2015","Novembro","Todas"
"18","Piauí",342,"2015","Novembro","Todas"
"19","Rio Grande do Norte",288,"2015","Novembro","Todas"
"20","Rio Grande do Sul",3238,"2015","Novembro","Todas"
"21","Rio de Janeiro",2401,"2015","Novembro","Todas"
"22","Rondônia",452,"2015","Novembro","Todas"
"23","Roraima",75,"2015","Novembro","Todas"
"24","Santa Catarina",2543,"2015","Novembro","Todas"
"25","Sergipe",956,"2015","Novembro","Todas"
"26","São Paulo",21583,"2015","Novembro","Todas"
"27","Tocantins",291,"2015","Novembro","Todas"
