"","Estado","Registros","Ano","Mês","Região"
"1","Acre",396,"2020","Maio","Junho"
"2","Alagoas",2169,"2020","Maio","Junho"
"3","Amapá",263,"2020","Maio","Junho"
"4","Amazonas",2607,"2020","Maio","Junho"
"5","Bahia",5754,"2020","Maio","Junho"
"6","Ceará",7364,"2020","Maio","Junho"
"7","Distrito Federal",1264,"2020","Maio","Junho"
"8","Espírito Santo",2485,"2020","Maio","Junho"
"9","Goiás",2744,"2020","Maio","Junho"
"10","Maranhão",2890,"2020","Maio","Junho"
"11","Mato Grosso",1061,"2020","Maio","Junho"
"12","Mato Grosso do Sul",1257,"2020","Maio","Junho"
"13","Minas Gerais",10178,"2020","Maio","Junho"
"14","Paraná",5502,"2020","Maio","Junho"
"15","Paraíba",2686,"2020","Maio","Junho"
"16","Pará",4259,"2020","Maio","Junho"
"17","Pernambuco",8543,"2020","Maio","Junho"
"18","Piauí",986,"2020","Maio","Junho"
"19","Rio Grande do Norte",1382,"2020","Maio","Junho"
"20","Rio Grande do Sul",6725,"2020","Maio","Junho"
"21","Rio de Janeiro",18514,"2020","Maio","Junho"
"22","Rondônia",1202,"2020","Maio","Junho"
"23","Roraima",309,"2020","Maio","Junho"
"24","Santa Catarina",3137,"2020","Maio","Junho"
"25","Sergipe",933,"2020","Maio","Junho"
"26","São Paulo",29571,"2020","Maio","Junho"
"27","Tocantins",474,"2020","Maio","Junho"
