"","Estado","Registros","Ano","Mês","Região"
"1","Acre",243,"2016","Outubro","Todas"
"2","Alagoas",783,"2016","Outubro","Todas"
"3","Amapá",121,"2016","Outubro","Todas"
"4","Amazonas",493,"2016","Outubro","Todas"
"5","Bahia",2323,"2016","Outubro","Todas"
"6","Ceará",2416,"2016","Outubro","Todas"
"7","Distrito Federal",1218,"2016","Outubro","Todas"
"8","Espírito Santo",1884,"2016","Outubro","Todas"
"9","Goiás",2100,"2016","Outubro","Todas"
"10","Maranhão",469,"2016","Outubro","Todas"
"11","Mato Grosso",1369,"2016","Outubro","Todas"
"12","Mato Grosso do Sul",1205,"2016","Outubro","Todas"
"13","Minas Gerais",10858,"2016","Outubro","Todas"
"14","Paraná",6116,"2016","Outubro","Todas"
"15","Paraíba",1685,"2016","Outubro","Todas"
"16","Pará",456,"2016","Outubro","Todas"
"17","Pernambuco",4630,"2016","Outubro","Todas"
"18","Piauí",588,"2016","Outubro","Todas"
"19","Rio Grande do Norte",621,"2016","Outubro","Todas"
"20","Rio Grande do Sul",2753,"2016","Outubro","Todas"
"21","Rio de Janeiro",4636,"2016","Outubro","Todas"
"22","Rondônia",387,"2016","Outubro","Todas"
"23","Roraima",137,"2016","Outubro","Todas"
"24","Santa Catarina",2865,"2016","Outubro","Todas"
"25","Sergipe",1121,"2016","Outubro","Todas"
"26","São Paulo",23755,"2016","Outubro","Todas"
"27","Tocantins",344,"2016","Outubro","Todas"
