"","Estado","Registros","Ano","Mês","Região"
"1","Acre",204,"2016","Abril","Todas"
"2","Alagoas",1131,"2016","Abril","Todas"
"3","Amapá",112,"2016","Abril","Todas"
"4","Amazonas",430,"2016","Abril","Todas"
"5","Bahia",2612,"2016","Abril","Todas"
"6","Ceará",2424,"2016","Abril","Todas"
"7","Distrito Federal",1244,"2016","Abril","Todas"
"8","Espírito Santo",1910,"2016","Abril","Todas"
"9","Goiás",2134,"2016","Abril","Todas"
"10","Maranhão",400,"2016","Abril","Todas"
"11","Mato Grosso",1243,"2016","Abril","Todas"
"12","Mato Grosso do Sul",1247,"2016","Abril","Todas"
"13","Minas Gerais",11197,"2016","Abril","Todas"
"14","Paraná",6119,"2016","Abril","Todas"
"15","Paraíba",1701,"2016","Abril","Todas"
"16","Pará",1149,"2016","Abril","Todas"
"17","Pernambuco",4639,"2016","Abril","Todas"
"18","Piauí",533,"2016","Abril","Todas"
"19","Rio Grande do Norte",585,"2016","Abril","Todas"
"20","Rio Grande do Sul",2554,"2016","Abril","Todas"
"21","Rio de Janeiro",1729,"2016","Abril","Todas"
"22","Rondônia",433,"2016","Abril","Todas"
"23","Roraima",131,"2016","Abril","Todas"
"24","Santa Catarina",2317,"2016","Abril","Todas"
"25","Sergipe",1000,"2016","Abril","Todas"
"26","São Paulo",25644,"2016","Abril","Todas"
"27","Tocantins",308,"2016","Abril","Todas"
