"","Estado","Registros","Ano","Mês","Região"
"1","Acre",186,"2016","Fevereiro","Todas"
"2","Alagoas",941,"2016","Fevereiro","Todas"
"3","Amapá",164,"2016","Fevereiro","Todas"
"4","Amazonas",145,"2016","Fevereiro","Todas"
"5","Bahia",2869,"2016","Fevereiro","Todas"
"6","Ceará",1094,"2016","Fevereiro","Todas"
"7","Distrito Federal",1106,"2016","Fevereiro","Todas"
"8","Espírito Santo",1865,"2016","Fevereiro","Todas"
"9","Goiás",1786,"2016","Fevereiro","Todas"
"10","Maranhão",316,"2016","Fevereiro","Todas"
"11","Mato Grosso",1131,"2016","Fevereiro","Todas"
"12","Mato Grosso do Sul",1149,"2016","Fevereiro","Todas"
"13","Minas Gerais",10881,"2016","Fevereiro","Todas"
"14","Paraná",5558,"2016","Fevereiro","Todas"
"15","Paraíba",1880,"2016","Fevereiro","Todas"
"16","Pará",987,"2016","Fevereiro","Todas"
"17","Pernambuco",5034,"2016","Fevereiro","Todas"
"18","Piauí",585,"2016","Fevereiro","Todas"
"19","Rio Grande do Norte",547,"2016","Fevereiro","Todas"
"20","Rio Grande do Sul",2323,"2016","Fevereiro","Todas"
"21","Rio de Janeiro",1626,"2016","Fevereiro","Todas"
"22","Rondônia",630,"2016","Fevereiro","Todas"
"23","Roraima",114,"2016","Fevereiro","Todas"
"24","Santa Catarina",2513,"2016","Fevereiro","Todas"
"25","Sergipe",962,"2016","Fevereiro","Todas"
"26","São Paulo",22639,"2016","Fevereiro","Todas"
"27","Tocantins",351,"2016","Fevereiro","Todas"
