"","Estado","Registros","Ano","Mês","Região"
"1","Acre",228,"2016","Setembro","Todas"
"2","Alagoas",903,"2016","Setembro","Todas"
"3","Amapá",181,"2016","Setembro","Todas"
"4","Amazonas",147,"2016","Setembro","Todas"
"5","Bahia",2592,"2016","Setembro","Todas"
"6","Ceará",2358,"2016","Setembro","Todas"
"7","Distrito Federal",1167,"2016","Setembro","Todas"
"8","Espírito Santo",1853,"2016","Setembro","Todas"
"9","Goiás",2168,"2016","Setembro","Todas"
"10","Maranhão",465,"2016","Setembro","Todas"
"11","Mato Grosso",1332,"2016","Setembro","Todas"
"12","Mato Grosso do Sul",1282,"2016","Setembro","Todas"
"13","Minas Gerais",10858,"2016","Setembro","Todas"
"14","Paraná",6185,"2016","Setembro","Todas"
"15","Paraíba",1595,"2016","Setembro","Todas"
"16","Pará",510,"2016","Setembro","Todas"
"17","Pernambuco",4530,"2016","Setembro","Todas"
"18","Piauí",635,"2016","Setembro","Todas"
"19","Rio Grande do Norte",761,"2016","Setembro","Todas"
"20","Rio Grande do Sul",3743,"2016","Setembro","Todas"
"21","Rio de Janeiro",6138,"2016","Setembro","Todas"
"22","Rondônia",408,"2016","Setembro","Todas"
"23","Roraima",142,"2016","Setembro","Todas"
"24","Santa Catarina",2952,"2016","Setembro","Todas"
"25","Sergipe",985,"2016","Setembro","Todas"
"26","São Paulo",24749,"2016","Setembro","Todas"
"27","Tocantins",357,"2016","Setembro","Todas"
