"","Estado","Registros","Ano","Mês","Região"
"1","Acre",169,"2016","Janeiro","Todas"
"2","Alagoas",976,"2016","Janeiro","Todas"
"3","Amapá",178,"2016","Janeiro","Todas"
"4","Amazonas",469,"2016","Janeiro","Todas"
"5","Bahia",3038,"2016","Janeiro","Todas"
"6","Ceará",1151,"2016","Janeiro","Todas"
"7","Distrito Federal",1138,"2016","Janeiro","Todas"
"8","Espírito Santo",1788,"2016","Janeiro","Todas"
"9","Goiás",1977,"2016","Janeiro","Todas"
"10","Maranhão",311,"2016","Janeiro","Todas"
"11","Mato Grosso",1386,"2016","Janeiro","Todas"
"12","Mato Grosso do Sul",992,"2016","Janeiro","Todas"
"13","Minas Gerais",10194,"2016","Janeiro","Todas"
"14","Paraná",5779,"2016","Janeiro","Todas"
"15","Paraíba",1817,"2016","Janeiro","Todas"
"16","Pará",1007,"2016","Janeiro","Todas"
"17","Pernambuco",4580,"2016","Janeiro","Todas"
"18","Piauí",617,"2016","Janeiro","Todas"
"19","Rio Grande do Norte",525,"2016","Janeiro","Todas"
"20","Rio Grande do Sul",3327,"2016","Janeiro","Todas"
"21","Rio de Janeiro",3402,"2016","Janeiro","Todas"
"22","Rondônia",636,"2016","Janeiro","Todas"
"23","Roraima",82,"2016","Janeiro","Todas"
"24","Santa Catarina",2707,"2016","Janeiro","Todas"
"25","Sergipe",944,"2016","Janeiro","Todas"
"26","São Paulo",23063,"2016","Janeiro","Todas"
"27","Tocantins",320,"2016","Janeiro","Todas"
