"","Estado","Registros","Ano","Mês","Região"
"1","Acre",340,"2018","Junho","Todas"
"2","Alagoas",1332,"2018","Junho","Todas"
"3","Amapá",272,"2018","Junho","Todas"
"4","Amazonas",662,"2018","Junho","Todas"
"5","Bahia",5137,"2018","Junho","Todas"
"6","Ceará",3439,"2018","Junho","Todas"
"7","Distrito Federal",1272,"2018","Junho","Todas"
"8","Espírito Santo",2148,"2018","Junho","Todas"
"9","Goiás",2565,"2018","Junho","Todas"
"10","Maranhão",1211,"2018","Junho","Todas"
"11","Mato Grosso",1415,"2018","Junho","Todas"
"12","Mato Grosso do Sul",1422,"2018","Junho","Todas"
"13","Minas Gerais",11753,"2018","Junho","Todas"
"14","Paraná",7004,"2018","Junho","Todas"
"15","Paraíba",2336,"2018","Junho","Todas"
"16","Pará",1453,"2018","Junho","Todas"
"17","Pernambuco",5052,"2018","Junho","Todas"
"18","Piauí",790,"2018","Junho","Todas"
"19","Rio Grande do Norte",1362,"2018","Junho","Todas"
"20","Rio Grande do Sul",6645,"2018","Junho","Todas"
"21","Rio de Janeiro",3407,"2018","Junho","Todas"
"22","Rondônia",650,"2018","Junho","Todas"
"23","Roraima",227,"2018","Junho","Todas"
"24","Santa Catarina",3805,"2018","Junho","Todas"
"25","Sergipe",1166,"2018","Junho","Todas"
"26","São Paulo",28177,"2018","Junho","Todas"
"27","Tocantins",499,"2018","Junho","Todas"
