"","Estado","Registros","Ano","Mês","Região"
"1","Acre",244,"2015","Maio","Todas"
"2","Alagoas",407,"2015","Maio","Todas"
"3","Amapá",179,"2015","Maio","Todas"
"4","Amazonas",446,"2015","Maio","Todas"
"5","Bahia",2171,"2015","Maio","Todas"
"6","Ceará",796,"2015","Maio","Todas"
"7","Distrito Federal",1311,"2015","Maio","Todas"
"8","Espírito Santo",1850,"2015","Maio","Todas"
"9","Goiás",2123,"2015","Maio","Todas"
"10","Maranhão",171,"2015","Maio","Todas"
"11","Mato Grosso",1385,"2015","Maio","Todas"
"12","Mato Grosso do Sul",656,"2015","Maio","Todas"
"13","Minas Gerais",9966,"2015","Maio","Todas"
"14","Paraná",5874,"2015","Maio","Todas"
"15","Paraíba",1654,"2015","Maio","Todas"
"16","Pará",214,"2015","Maio","Todas"
"17","Pernambuco",4535,"2015","Maio","Todas"
"18","Piauí",224,"2015","Maio","Todas"
"19","Rio Grande do Norte",331,"2015","Maio","Todas"
"20","Rio Grande do Sul",2440,"2015","Maio","Todas"
"21","Rio de Janeiro",1223,"2015","Maio","Todas"
"22","Rondônia",542,"2015","Maio","Todas"
"23","Roraima",72,"2015","Maio","Todas"
"24","Santa Catarina",2455,"2015","Maio","Todas"
"25","Sergipe",897,"2015","Maio","Todas"
"26","São Paulo",24765,"2015","Maio","Todas"
"27","Tocantins",211,"2015","Maio","Todas"
