"","Estado","Registros","Ano","Mês","Região"
"1","Acre",265,"2016","Dezembro","Todas"
"2","Alagoas",910,"2016","Dezembro","Todas"
"3","Amapá",191,"2016","Dezembro","Todas"
"4","Amazonas",470,"2016","Dezembro","Todas"
"5","Bahia",2855,"2016","Dezembro","Todas"
"6","Ceará",2586,"2016","Dezembro","Todas"
"7","Distrito Federal",1199,"2016","Dezembro","Todas"
"8","Espírito Santo",1930,"2016","Dezembro","Todas"
"9","Goiás",2080,"2016","Dezembro","Todas"
"10","Maranhão",520,"2016","Dezembro","Todas"
"11","Mato Grosso",1299,"2016","Dezembro","Todas"
"12","Mato Grosso do Sul",1135,"2016","Dezembro","Todas"
"13","Minas Gerais",10475,"2016","Dezembro","Todas"
"14","Paraná",5468,"2016","Dezembro","Todas"
"15","Paraíba",1544,"2016","Dezembro","Todas"
"16","Pará",488,"2016","Dezembro","Todas"
"17","Pernambuco",4513,"2016","Dezembro","Todas"
"18","Piauí",592,"2016","Dezembro","Todas"
"19","Rio Grande do Norte",698,"2016","Dezembro","Todas"
"20","Rio Grande do Sul",4018,"2016","Dezembro","Todas"
"21","Rio de Janeiro",3532,"2016","Dezembro","Todas"
"22","Rondônia",635,"2016","Dezembro","Todas"
"23","Roraima",139,"2016","Dezembro","Todas"
"24","Santa Catarina",2665,"2016","Dezembro","Todas"
"25","Sergipe",1063,"2016","Dezembro","Todas"
"26","São Paulo",23596,"2016","Dezembro","Todas"
"27","Tocantins",330,"2016","Dezembro","Todas"
