"","Estado","Registros","Ano","Mês","Região"
"1","Acre",279,"2017","Setembro","Todas"
"2","Alagoas",964,"2017","Setembro","Todas"
"3","Amapá",210,"2017","Setembro","Todas"
"4","Amazonas",548,"2017","Setembro","Todas"
"5","Bahia",3560,"2017","Setembro","Todas"
"6","Ceará",2995,"2017","Setembro","Todas"
"7","Distrito Federal",1159,"2017","Setembro","Todas"
"8","Espírito Santo",2042,"2017","Setembro","Todas"
"9","Goiás",2354,"2017","Setembro","Todas"
"10","Maranhão",493,"2017","Setembro","Todas"
"11","Mato Grosso",1402,"2017","Setembro","Todas"
"12","Mato Grosso do Sul",1235,"2017","Setembro","Todas"
"13","Minas Gerais",11375,"2017","Setembro","Todas"
"14","Paraná",5849,"2017","Setembro","Todas"
"15","Paraíba",1827,"2017","Setembro","Todas"
"16","Pará",861,"2017","Setembro","Todas"
"17","Pernambuco",4753,"2017","Setembro","Todas"
"18","Piauí",423,"2017","Setembro","Todas"
"19","Rio Grande do Norte",938,"2017","Setembro","Todas"
"20","Rio Grande do Sul",3807,"2017","Setembro","Todas"
"21","Rio de Janeiro",2981,"2017","Setembro","Todas"
"22","Rondônia",688,"2017","Setembro","Todas"
"23","Roraima",146,"2017","Setembro","Todas"
"24","Santa Catarina",2922,"2017","Setembro","Todas"
"25","Sergipe",1167,"2017","Setembro","Todas"
"26","São Paulo",25067,"2017","Setembro","Todas"
"27","Tocantins",442,"2017","Setembro","Todas"
