"","Estado","Registros","Ano","Mês","Região"
"1","Acre",223,"2016","Junho","Todas"
"2","Alagoas",1094,"2016","Junho","Todas"
"3","Amapá",223,"2016","Junho","Todas"
"4","Amazonas",363,"2016","Junho","Todas"
"5","Bahia",2673,"2016","Junho","Todas"
"6","Ceará",2559,"2016","Junho","Todas"
"7","Distrito Federal",1030,"2016","Junho","Todas"
"8","Espírito Santo",1990,"2016","Junho","Todas"
"9","Goiás",2121,"2016","Junho","Todas"
"10","Maranhão",427,"2016","Junho","Todas"
"11","Mato Grosso",1052,"2016","Junho","Todas"
"12","Mato Grosso do Sul",1463,"2016","Junho","Todas"
"13","Minas Gerais",12153,"2016","Junho","Todas"
"14","Paraná",7376,"2016","Junho","Todas"
"15","Paraíba",1954,"2016","Junho","Todas"
"16","Pará",987,"2016","Junho","Todas"
"17","Pernambuco",4726,"2016","Junho","Todas"
"18","Piauí",538,"2016","Junho","Todas"
"19","Rio Grande do Norte",654,"2016","Junho","Todas"
"20","Rio Grande do Sul",5246,"2016","Junho","Todas"
"21","Rio de Janeiro",3142,"2016","Junho","Todas"
"22","Rondônia",516,"2016","Junho","Todas"
"23","Roraima",168,"2016","Junho","Todas"
"24","Santa Catarina",3132,"2016","Junho","Todas"
"25","Sergipe",1018,"2016","Junho","Todas"
"26","São Paulo",28873,"2016","Junho","Todas"
"27","Tocantins",376,"2016","Junho","Todas"
