"","Estado","Registros","Ano","Mês","Região"
"1","Acre",333,"2020","Fevereiro","Todas"
"2","Alagoas",1292,"2020","Fevereiro","Todas"
"3","Amapá",184,"2020","Fevereiro","Todas"
"4","Amazonas",1160,"2020","Fevereiro","Todas"
"5","Bahia",4708,"2020","Fevereiro","Todas"
"6","Ceará",3184,"2020","Fevereiro","Todas"
"7","Distrito Federal",1103,"2020","Fevereiro","Todas"
"8","Espírito Santo",1836,"2020","Fevereiro","Todas"
"9","Goiás",2400,"2020","Fevereiro","Todas"
"10","Maranhão",1654,"2020","Fevereiro","Todas"
"11","Mato Grosso",1037,"2020","Fevereiro","Todas"
"12","Mato Grosso do Sul",1171,"2020","Fevereiro","Todas"
"13","Minas Gerais",9142,"2020","Fevereiro","Todas"
"14","Paraná",5134,"2020","Fevereiro","Todas"
"15","Paraíba",1894,"2020","Fevereiro","Todas"
"16","Pará",1963,"2020","Fevereiro","Todas"
"17","Pernambuco",4601,"2020","Fevereiro","Todas"
"18","Piauí",989,"2020","Fevereiro","Todas"
"19","Rio Grande do Norte",1247,"2020","Fevereiro","Todas"
"20","Rio Grande do Sul",6344,"2020","Fevereiro","Todas"
"21","Rio de Janeiro",10129,"2020","Fevereiro","Todas"
"22","Rondônia",605,"2020","Fevereiro","Todas"
"23","Roraima",168,"2020","Fevereiro","Todas"
"24","Santa Catarina",2964,"2020","Fevereiro","Todas"
"25","Sergipe",918,"2020","Fevereiro","Todas"
"26","São Paulo",21955,"2020","Fevereiro","Todas"
"27","Tocantins",451,"2020","Fevereiro","Todas"
