"","Estado","Registros","Ano","Mês","Região"
"1","Acre",330,"2017","Fevereiro","Todas"
"2","Alagoas",689,"2017","Fevereiro","Todas"
"3","Amapá",148,"2017","Fevereiro","Todas"
"4","Amazonas",160,"2017","Fevereiro","Todas"
"5","Bahia",2056,"2017","Fevereiro","Todas"
"6","Ceará",2623,"2017","Fevereiro","Todas"
"7","Distrito Federal",1040,"2017","Fevereiro","Todas"
"8","Espírito Santo",1737,"2017","Fevereiro","Todas"
"9","Goiás",1886,"2017","Fevereiro","Todas"
"10","Maranhão",375,"2017","Fevereiro","Todas"
"11","Mato Grosso",1103,"2017","Fevereiro","Todas"
"12","Mato Grosso do Sul",1042,"2017","Fevereiro","Todas"
"13","Minas Gerais",8847,"2017","Fevereiro","Todas"
"14","Paraná",4671,"2017","Fevereiro","Todas"
"15","Paraíba",1509,"2017","Fevereiro","Todas"
"16","Pará",780,"2017","Fevereiro","Todas"
"17","Pernambuco",3958,"2017","Fevereiro","Todas"
"18","Piauí",374,"2017","Fevereiro","Todas"
"19","Rio Grande do Norte",661,"2017","Fevereiro","Todas"
"20","Rio Grande do Sul",2759,"2017","Fevereiro","Todas"
"21","Rio de Janeiro",1007,"2017","Fevereiro","Todas"
"22","Rondônia",354,"2017","Fevereiro","Todas"
"23","Roraima",107,"2017","Fevereiro","Todas"
"24","Santa Catarina",2395,"2017","Fevereiro","Todas"
"25","Sergipe",814,"2017","Fevereiro","Todas"
"26","São Paulo",20071,"2017","Fevereiro","Todas"
"27","Tocantins",339,"2017","Fevereiro","Todas"
