"","Estado","Registros","Ano","Mês","Região"
"1","Acre",296,"2019","Janeiro","Todas"
"2","Alagoas",1377,"2019","Janeiro","Todas"
"3","Amapá",283,"2019","Janeiro","Todas"
"4","Amazonas",1189,"2019","Janeiro","Todas"
"5","Bahia",5707,"2019","Janeiro","Todas"
"6","Ceará",3595,"2019","Janeiro","Todas"
"7","Distrito Federal",1198,"2019","Janeiro","Todas"
"8","Espírito Santo",2175,"2019","Janeiro","Todas"
"9","Goiás",2852,"2019","Janeiro","Todas"
"10","Maranhão",1903,"2019","Janeiro","Todas"
"11","Mato Grosso",1052,"2019","Janeiro","Todas"
"12","Mato Grosso do Sul",1363,"2019","Janeiro","Todas"
"13","Minas Gerais",11241,"2019","Janeiro","Todas"
"14","Paraná",5901,"2019","Janeiro","Todas"
"15","Paraíba",2276,"2019","Janeiro","Todas"
"16","Pará",2255,"2019","Janeiro","Todas"
"17","Pernambuco",5136,"2019","Janeiro","Todas"
"18","Piauí",1387,"2019","Janeiro","Todas"
"19","Rio Grande do Norte",1475,"2019","Janeiro","Todas"
"20","Rio Grande do Sul",6937,"2019","Janeiro","Todas"
"21","Rio de Janeiro",11393,"2019","Janeiro","Todas"
"22","Rondônia",754,"2019","Janeiro","Todas"
"23","Roraima",186,"2019","Janeiro","Todas"
"24","Santa Catarina",3586,"2019","Janeiro","Todas"
"25","Sergipe",1069,"2019","Janeiro","Todas"
"26","São Paulo",27822,"2019","Janeiro","Todas"
"27","Tocantins",549,"2019","Janeiro","Todas"
