"","Estado","Registros","Ano","Mês","Região"
"1","Acre",307,"2018","Agosto","Todas"
"2","Alagoas",1391,"2018","Agosto","Todas"
"3","Amapá",177,"2018","Agosto","Todas"
"4","Amazonas",605,"2018","Agosto","Todas"
"5","Bahia",5135,"2018","Agosto","Todas"
"6","Ceará",3224,"2018","Agosto","Todas"
"7","Distrito Federal",1267,"2018","Agosto","Todas"
"8","Espírito Santo",1971,"2018","Agosto","Todas"
"9","Goiás",2591,"2018","Agosto","Todas"
"10","Maranhão",1277,"2018","Agosto","Todas"
"11","Mato Grosso",1053,"2018","Agosto","Todas"
"12","Mato Grosso do Sul",1392,"2018","Agosto","Todas"
"13","Minas Gerais",11215,"2018","Agosto","Todas"
"14","Paraná",6864,"2018","Agosto","Todas"
"15","Paraíba",2217,"2018","Agosto","Todas"
"16","Pará",1661,"2018","Agosto","Todas"
"17","Pernambuco",4989,"2018","Agosto","Todas"
"18","Piauí",888,"2018","Agosto","Todas"
"19","Rio Grande do Norte",1222,"2018","Agosto","Todas"
"20","Rio Grande do Sul",7954,"2018","Agosto","Todas"
"21","Rio de Janeiro",11671,"2018","Agosto","Todas"
"22","Rondônia",682,"2018","Agosto","Todas"
"23","Roraima",223,"2018","Agosto","Todas"
"24","Santa Catarina",3785,"2018","Agosto","Todas"
"25","Sergipe",1105,"2018","Agosto","Todas"
"26","São Paulo",27716,"2018","Agosto","Todas"
"27","Tocantins",480,"2018","Agosto","Todas"
