"","Estado","Registros","Ano","Mês","Região"
"1","Acre",250,"2018","Fevereiro","Todas"
"2","Alagoas",776,"2018","Fevereiro","Todas"
"3","Amapá",152,"2018","Fevereiro","Todas"
"4","Amazonas",639,"2018","Fevereiro","Todas"
"5","Bahia",3665,"2018","Fevereiro","Todas"
"6","Ceará",2934,"2018","Fevereiro","Todas"
"7","Distrito Federal",1100,"2018","Fevereiro","Todas"
"8","Espírito Santo",1689,"2018","Fevereiro","Todas"
"9","Goiás",2251,"2018","Fevereiro","Todas"
"10","Maranhão",738,"2018","Fevereiro","Todas"
"11","Mato Grosso",1285,"2018","Fevereiro","Todas"
"12","Mato Grosso do Sul",1071,"2018","Fevereiro","Todas"
"13","Minas Gerais",9797,"2018","Fevereiro","Todas"
"14","Paraná",5223,"2018","Fevereiro","Todas"
"15","Paraíba",1907,"2018","Fevereiro","Todas"
"16","Pará",838,"2018","Fevereiro","Todas"
"17","Pernambuco",4507,"2018","Fevereiro","Todas"
"18","Piauí",855,"2018","Fevereiro","Todas"
"19","Rio Grande do Norte",964,"2018","Fevereiro","Todas"
"20","Rio Grande do Sul",4849,"2018","Fevereiro","Todas"
"21","Rio de Janeiro",1562,"2018","Fevereiro","Todas"
"22","Rondônia",557,"2018","Fevereiro","Todas"
"23","Roraima",146,"2018","Fevereiro","Todas"
"24","Santa Catarina",2822,"2018","Fevereiro","Todas"
"25","Sergipe",826,"2018","Fevereiro","Todas"
"26","São Paulo",21574,"2018","Fevereiro","Todas"
"27","Tocantins",431,"2018","Fevereiro","Todas"
