"","Estado","Registros","Ano","Mês","Região"
"1","Acre",353,"2017","Agosto","Todas"
"2","Alagoas",1080,"2017","Agosto","Todas"
"3","Amapá",229,"2017","Agosto","Todas"
"4","Amazonas",227,"2017","Agosto","Todas"
"5","Bahia",3743,"2017","Agosto","Todas"
"6","Ceará",3172,"2017","Agosto","Todas"
"7","Distrito Federal",1290,"2017","Agosto","Todas"
"8","Espírito Santo",2294,"2017","Agosto","Todas"
"9","Goiás",2487,"2017","Agosto","Todas"
"10","Maranhão",535,"2017","Agosto","Todas"
"11","Mato Grosso",1384,"2017","Agosto","Todas"
"12","Mato Grosso do Sul",1312,"2017","Agosto","Todas"
"13","Minas Gerais",13015,"2017","Agosto","Todas"
"14","Paraná",6738,"2017","Agosto","Todas"
"15","Paraíba",2037,"2017","Agosto","Todas"
"16","Pará",979,"2017","Agosto","Todas"
"17","Pernambuco",5325,"2017","Agosto","Todas"
"18","Piauí",514,"2017","Agosto","Todas"
"19","Rio Grande do Norte",815,"2017","Agosto","Todas"
"20","Rio Grande do Sul",3495,"2017","Agosto","Todas"
"21","Rio de Janeiro",1632,"2017","Agosto","Todas"
"22","Rondônia",682,"2017","Agosto","Todas"
"23","Roraima",167,"2017","Agosto","Todas"
"24","Santa Catarina",3297,"2017","Agosto","Todas"
"25","Sergipe",1237,"2017","Agosto","Todas"
"26","São Paulo",27656,"2017","Agosto","Todas"
"27","Tocantins",439,"2017","Agosto","Todas"
