"","Estado","Registros","Ano","Mês","Região"
"1","Acre",319,"2019","Agosto","Todas"
"2","Alagoas",1547,"2019","Agosto","Todas"
"3","Amapá",194,"2019","Agosto","Todas"
"4","Amazonas",1211,"2019","Agosto","Todas"
"5","Bahia",5524,"2019","Agosto","Todas"
"6","Ceará",3052,"2019","Agosto","Todas"
"7","Distrito Federal",1299,"2019","Agosto","Todas"
"8","Espírito Santo",2175,"2019","Agosto","Todas"
"9","Goiás",2647,"2019","Agosto","Todas"
"10","Maranhão",1539,"2019","Agosto","Todas"
"11","Mato Grosso",1135,"2019","Agosto","Todas"
"12","Mato Grosso do Sul",1480,"2019","Agosto","Todas"
"13","Minas Gerais",10423,"2019","Agosto","Todas"
"14","Paraná",6245,"2019","Agosto","Todas"
"15","Paraíba",2292,"2019","Agosto","Todas"
"16","Pará",2156,"2019","Agosto","Todas"
"17","Pernambuco",5226,"2019","Agosto","Todas"
"18","Piauí",1055,"2019","Agosto","Todas"
"19","Rio Grande do Norte",1369,"2019","Agosto","Todas"
"20","Rio Grande do Sul",8899,"2019","Agosto","Todas"
"21","Rio de Janeiro",12325,"2019","Agosto","Todas"
"22","Rondônia",467,"2019","Agosto","Todas"
"23","Roraima",220,"2019","Agosto","Todas"
"24","Santa Catarina",3726,"2019","Agosto","Todas"
"25","Sergipe",1079,"2019","Agosto","Todas"
"26","São Paulo",27442,"2019","Agosto","Todas"
"27","Tocantins",518,"2019","Agosto","Todas"
