"","Estado","Registros","Ano","Mês","Região"
"1","Acre",308,"2019","Outubro","Todas"
"2","Alagoas",1492,"2019","Outubro","Todas"
"3","Amapá",246,"2019","Outubro","Todas"
"4","Amazonas",1182,"2019","Outubro","Todas"
"5","Bahia",5881,"2019","Outubro","Todas"
"6","Ceará",3392,"2019","Outubro","Todas"
"7","Distrito Federal",1300,"2019","Outubro","Todas"
"8","Espírito Santo",2014,"2019","Outubro","Todas"
"9","Goiás",2888,"2019","Outubro","Todas"
"10","Maranhão",1811,"2019","Outubro","Todas"
"11","Mato Grosso",1291,"2019","Outubro","Todas"
"12","Mato Grosso do Sul",1365,"2019","Outubro","Todas"
"13","Minas Gerais",10288,"2019","Outubro","Todas"
"14","Paraná",5764,"2019","Outubro","Todas"
"15","Paraíba",2224,"2019","Outubro","Todas"
"16","Pará",2143,"2019","Outubro","Todas"
"17","Pernambuco",5202,"2019","Outubro","Todas"
"18","Piauí",1237,"2019","Outubro","Todas"
"19","Rio Grande do Norte",1385,"2019","Outubro","Todas"
"20","Rio Grande do Sul",7862,"2019","Outubro","Todas"
"21","Rio de Janeiro",10970,"2019","Outubro","Todas"
"22","Rondônia",634,"2019","Outubro","Todas"
"23","Roraima",192,"2019","Outubro","Todas"
"24","Santa Catarina",3683,"2019","Outubro","Todas"
"25","Sergipe",1087,"2019","Outubro","Todas"
"26","São Paulo",26393,"2019","Outubro","Todas"
"27","Tocantins",520,"2019","Outubro","Todas"
