"","Estado","Registros","Ano","Mês","Região"
"1","Acre",361,"2019","Dezembro","Todas"
"2","Alagoas",1452,"2019","Dezembro","Todas"
"3","Amapá",196,"2019","Dezembro","Todas"
"4","Amazonas",1153,"2019","Dezembro","Todas"
"5","Bahia",5086,"2019","Dezembro","Todas"
"6","Ceará",3411,"2019","Dezembro","Todas"
"7","Distrito Federal",1218,"2019","Dezembro","Todas"
"8","Espírito Santo",2101,"2019","Dezembro","Todas"
"9","Goiás",2575,"2019","Dezembro","Todas"
"10","Maranhão",1549,"2019","Dezembro","Todas"
"11","Mato Grosso",1175,"2019","Dezembro","Todas"
"12","Mato Grosso do Sul",1191,"2019","Dezembro","Todas"
"13","Minas Gerais",9524,"2019","Dezembro","Todas"
"14","Paraná",5658,"2019","Dezembro","Todas"
"15","Paraíba",2148,"2019","Dezembro","Todas"
"16","Pará",2234,"2019","Dezembro","Todas"
"17","Pernambuco",5252,"2019","Dezembro","Todas"
"18","Piauí",1048,"2019","Dezembro","Todas"
"19","Rio Grande do Norte",1312,"2019","Dezembro","Todas"
"20","Rio Grande do Sul",7051,"2019","Dezembro","Todas"
"21","Rio de Janeiro",11063,"2019","Dezembro","Todas"
"22","Rondônia",678,"2019","Dezembro","Todas"
"23","Roraima",185,"2019","Dezembro","Todas"
"24","Santa Catarina",3108,"2019","Dezembro","Todas"
"25","Sergipe",1024,"2019","Dezembro","Todas"
"26","São Paulo",22846,"2019","Dezembro","Todas"
"27","Tocantins",542,"2019","Dezembro","Todas"
