"","Estado","Registros","Ano","Mês","Região"
"1","Acre",267,"2017","Janeiro","Todas"
"2","Alagoas",1077,"2017","Janeiro","Todas"
"3","Amapá",205,"2017","Janeiro","Todas"
"4","Amazonas",208,"2017","Janeiro","Todas"
"5","Bahia",3166,"2017","Janeiro","Todas"
"6","Ceará",2752,"2017","Janeiro","Todas"
"7","Distrito Federal",1180,"2017","Janeiro","Todas"
"8","Espírito Santo",2004,"2017","Janeiro","Todas"
"9","Goiás",2513,"2017","Janeiro","Todas"
"10","Maranhão",546,"2017","Janeiro","Todas"
"11","Mato Grosso",1393,"2017","Janeiro","Todas"
"12","Mato Grosso do Sul",1198,"2017","Janeiro","Todas"
"13","Minas Gerais",11366,"2017","Janeiro","Todas"
"14","Paraná",5882,"2017","Janeiro","Todas"
"15","Paraíba",1906,"2017","Janeiro","Todas"
"16","Pará",936,"2017","Janeiro","Todas"
"17","Pernambuco",4608,"2017","Janeiro","Todas"
"18","Piauí",421,"2017","Janeiro","Todas"
"19","Rio Grande do Norte",849,"2017","Janeiro","Todas"
"20","Rio Grande do Sul",3794,"2017","Janeiro","Todas"
"21","Rio de Janeiro",2308,"2017","Janeiro","Todas"
"22","Rondônia",630,"2017","Janeiro","Todas"
"23","Roraima",157,"2017","Janeiro","Todas"
"24","Santa Catarina",2957,"2017","Janeiro","Todas"
"25","Sergipe",1002,"2017","Janeiro","Todas"
"26","São Paulo",23835,"2017","Janeiro","Todas"
"27","Tocantins",392,"2017","Janeiro","Todas"
