"","Estado","Registros","Ano","Mês","Região"
"1","Acre",331,"2017","Julho","Todas"
"2","Alagoas",956,"2017","Julho","Todas"
"3","Amapá",191,"2017","Julho","Todas"
"4","Amazonas",253,"2017","Julho","Todas"
"5","Bahia",3573,"2017","Julho","Todas"
"6","Ceará",3144,"2017","Julho","Todas"
"7","Distrito Federal",1247,"2017","Julho","Todas"
"8","Espírito Santo",2216,"2017","Julho","Todas"
"9","Goiás",2587,"2017","Julho","Todas"
"10","Maranhão",414,"2017","Julho","Todas"
"11","Mato Grosso",1480,"2017","Julho","Todas"
"12","Mato Grosso do Sul",1291,"2017","Julho","Todas"
"13","Minas Gerais",12874,"2017","Julho","Todas"
"14","Paraná",7029,"2017","Julho","Todas"
"15","Paraíba",2126,"2017","Julho","Todas"
"16","Pará",944,"2017","Julho","Todas"
"17","Pernambuco",5551,"2017","Julho","Todas"
"18","Piauí",477,"2017","Julho","Todas"
"19","Rio Grande do Norte",757,"2017","Julho","Todas"
"20","Rio Grande do Sul",3925,"2017","Julho","Todas"
"21","Rio de Janeiro",1508,"2017","Julho","Todas"
"22","Rondônia",455,"2017","Julho","Todas"
"23","Roraima",189,"2017","Julho","Todas"
"24","Santa Catarina",3311,"2017","Julho","Todas"
"25","Sergipe",1135,"2017","Julho","Todas"
"26","São Paulo",27493,"2017","Julho","Todas"
"27","Tocantins",383,"2017","Julho","Todas"
