"","Estado","Registros","Ano","Mês","Região"
"1","Acre",408,"2018","Março","Todas"
"2","Alagoas",1220,"2018","Março","Todas"
"3","Amapá",198,"2018","Março","Todas"
"4","Amazonas",590,"2018","Março","Todas"
"5","Bahia",4564,"2018","Março","Todas"
"6","Ceará",3446,"2018","Março","Todas"
"7","Distrito Federal",1328,"2018","Março","Todas"
"8","Espírito Santo",1939,"2018","Março","Todas"
"9","Goiás",2610,"2018","Março","Todas"
"10","Maranhão",1011,"2018","Março","Todas"
"11","Mato Grosso",1484,"2018","Março","Todas"
"12","Mato Grosso do Sul",1284,"2018","Março","Todas"
"13","Minas Gerais",10534,"2018","Março","Todas"
"14","Paraná",5980,"2018","Março","Todas"
"15","Paraíba",2038,"2018","Março","Todas"
"16","Pará",991,"2018","Março","Todas"
"17","Pernambuco",4664,"2018","Março","Todas"
"18","Piauí",738,"2018","Março","Todas"
"19","Rio Grande do Norte",1273,"2018","Março","Todas"
"20","Rio Grande do Sul",5729,"2018","Março","Todas"
"21","Rio de Janeiro",3223,"2018","Março","Todas"
"22","Rondônia",703,"2018","Março","Todas"
"23","Roraima",181,"2018","Março","Todas"
"24","Santa Catarina",2891,"2018","Março","Todas"
"25","Sergipe",1020,"2018","Março","Todas"
"26","São Paulo",23711,"2018","Março","Todas"
"27","Tocantins",497,"2018","Março","Todas"
