Estado,Registros,Ano,Mês,Região
Rondônia,493,2018,Maio,Todas
Roraima,222,2018,Maio,Todas
Santa Catarina,3319,2018,Maio,Todas
Sergipe,1130,2018,Maio,Todas
São Paulo,26318,2018,Maio,Todas
Tocantins,580,2018,Maio,Todas
Acre,408,2018,Março,Todas
Alagoas,1220,2018,Março,Todas
Amapá,198,2018,Março,Todas
Amazonas,590,2018,Março,Todas
Bahia,4564,2018,Março,Todas
Ceará,3446,2018,Março,Todas
Distrito Federal,1328,2018,Março,Todas
Espírito Santo,1939,2018,Março,Todas
Goiás,2610,2018,Março,Todas
Maranhão,1011,2018,Março,Todas
Mato Grosso,1484,2018,Março,Todas
Mato Grosso do Sul,1284,2018,Março,Todas
Minas Gerais,10534,2018,Março,Todas
Paraná,5980,2018,Março,Todas
Paraíba,2038,2018,Março,Todas
Pará,991,2018,Março,Todas
Pernambuco,4664,2018,Março,Todas
Piauí,738,2018,Março,Todas
Rio Grande do Norte,1273,2018,Março,Todas
Rio Grande do Sul,5729,2018,Março,Todas
Rio de Janeiro,3223,2018,Março,Todas
Rondônia,703,2018,Março,Todas
Roraima,181,2018,Março,Todas
Santa Catarina,2891,2018,Março,Todas
Sergipe,1020,2018,Março,Todas
São Paulo,23711,2018,Março,Todas
Tocantins,497,2018,Março,Todas
Acre,275,2018,Novembro,Todas
Alagoas,1121,2018,Novembro,Todas
Amapá,227,2018,Novembro,Todas
Amazonas,615,2018,Novembro,Todas
Bahia,4797,2018,Novembro,Todas
Ceará,3305,2018,Novembro,Todas
Distrito Federal,1157,2018,Novembro,Todas
Espírito Santo,1887,2018,Novembro,Todas
Goiás,2446,2018,Novembro,Todas
Maranhão,1295,2018,Novembro,Todas
Mato Grosso,1000,2018,Novembro,Todas
Mato Grosso do Sul,1236,2018,Novembro,Todas
Minas Gerais,9300,2018,Novembro,Todas
Paraná,5537,2018,Novembro,Todas
Paraíba,1973,2018,Novembro,Todas
Pará,1672,2018,Novembro,Todas
Pernambuco,4612,2018,Novembro,Todas
Piauí,1004,2018,Novembro,Todas
Rio Grande do Norte,1072,2018,Novembro,Todas
Rio Grande do Sul,6322,2018,Novembro,Todas
Rio de Janeiro,10160,2018,Novembro,Todas
Rondônia,677,2018,Novembro,Todas
Roraima,177,2018,Novembro,Todas
Santa Catarina,3256,2018,Novembro,Todas
Sergipe,989,2018,Novembro,Todas
São Paulo,24551,2018,Novembro,Todas
Tocantins,461,2018,Novembro,Todas
Acre,349,2018,Outubro,Todas
Alagoas,1311,2018,Outubro,Todas
Amapá,265,2018,Outubro,Todas
Amazonas,371,2018,Outubro,Todas
Bahia,5500,2018,Outubro,Todas
Ceará,3492,2018,Outubro,Todas
Distrito Federal,1190,2018,Outubro,Todas
Espírito Santo,2011,2018,Outubro,Todas
Goiás,2765,2018,Outubro,Todas
Maranhão,1430,2018,Outubro,Todas
Mato Grosso,1204,2018,Outubro,Todas
Mato Grosso do Sul,1292,2018,Outubro,Todas
Minas Gerais,10725,2018,Outubro,Todas
Paraná,5821,2018,Outubro,Todas
Paraíba,2292,2018,Outubro,Todas
Pará,1364,2018,Outubro,Todas
Pernambuco,5064,2018,Outubro,Todas
Piauí,1111,2018,Outubro,Todas
Rio Grande do Norte,1064,2018,Outubro,Todas
Rio Grande do Sul,6586,2018,Outubro,Todas
Rio de Janeiro,10733,2018,Outubro,Todas
Rondônia,481,2018,Outubro,Todas
Roraima,235,2018,Outubro,Todas
Santa Catarina,3458,2018,Outubro,Todas
Sergipe,1190,2018,Outubro,Todas
São Paulo,25730,2018,Outubro,Todas
Tocantins,535,2018,Outubro,Todas
Acre,316,2018,Setembro,Todas
Alagoas,1239,2018,Setembro,Todas
Amapá,211,2018,Setembro,Todas
Amazonas,347,2018,Setembro,Todas
Bahia,5038,2018,Setembro,Todas
Ceará,3176,2018,Setembro,Todas
Distrito Federal,1098,2018,Setembro,Todas
Espírito Santo,1911,2018,Setembro,Todas
Goiás,2407,2018,Setembro,Todas
Maranhão,1256,2018,Setembro,Todas
Mato Grosso,1156,2018,Setembro,Todas
Mato Grosso do Sul,1248,2018,Setembro,Todas
Minas Gerais,10099,2018,Setembro,Todas
Paraná,5532,2018,Setembro,Todas
Paraíba,2004,2018,Setembro,Todas
Pará,1493,2018,Setembro,Todas
Pernambuco,4629,2018,Setembro,Todas
Piauí,873,2018,Setembro,Todas
Rio Grande do Norte,1124,2018,Setembro,Todas
Rio Grande do Sul,6278,2018,Setembro,Todas
Rio de Janeiro,10429,2018,Setembro,Todas
Rondônia,708,2018,Setembro,Todas
Roraima,247,2018,Setembro,Todas
Santa Catarina,3447,2018,Setembro,Todas
Sergipe,931,2018,Setembro,Todas
São Paulo,23920,2018,Setembro,Todas
Tocantins,463,2018,Setembro,Todas
Acre,331,2019,Abril,Todas
Alagoas,1509,2019,Abril,Todas
Amapá,293,2019,Abril,Todas
Amazonas,1220,2019,Abril,Todas
Bahia,5357,2019,Abril,Todas
Ceará,3958,2019,Abril,Todas
Distrito Federal,1257,2019,Abril,Todas
Espírito Santo,2027,2019,Abril,Todas
Goiás,2826,2019,Abril,Todas
Maranhão,1850,2019,Abril,Todas
Mato Grosso,1186,2019,Abril,Todas
Mato Grosso do Sul,1302,2019,Abril,Todas
Minas Gerais,10665,2019,Abril,Todas
Paraná,5773,2019,Abril,Todas
Paraíba,2401,2019,Abril,Todas
Pará,2315,2019,Abril,Todas
Pernambuco,5288,2019,Abril,Todas
Piauí,1290,2019,Abril,Todas
Rio Grande do Norte,1533,2019,Abril,Todas
Rio Grande do Sul,6869,2019,Abril,Todas
Rio de Janeiro,12018,2019,Abril,Todas
Rondônia,768,2019,Abril,Todas
Roraima,194,2019,Abril,Todas
Santa Catarina,3291,2019,Abril,Todas
Sergipe,1089,2019,Abril,Todas
São Paulo,25455,2019,Abril,Todas
Tocantins,494,2019,Abril,Todas
Acre,322,2019,Agosto,Todas
Alagoas,1617,2019,Agosto,Todas
Amapá,238,2019,Agosto,Todas
Amazonas,1226,2019,Agosto,Todas
Bahia,5663,2019,Agosto,Todas
Ceará,3067,2019,Agosto,Todas
Distrito Federal,1299,2019,Agosto,Todas
Espírito Santo,2179,2019,Agosto,Todas
Goiás,2679,2019,Agosto,Todas
Maranhão,1690,2019,Agosto,Todas
Mato Grosso,1203,2019,Agosto,Todas
Mato Grosso do Sul,1485,2019,Agosto,Todas
Minas Gerais,10483,2019,Agosto,Todas
Paraná,6260,2019,Agosto,Todas
Paraíba,2292,2019,Agosto,Todas
Pará,2206,2019,Agosto,Todas
Pernambuco,5256,2019,Agosto,Todas
Piauí,1067,2019,Agosto,Todas
Rio Grande do Norte,1371,2019,Agosto,Todas
Rio Grande do Sul,8903,2019,Agosto,Todas
Rio de Janeiro,12362,2019,Agosto,Todas
Rondônia,469,2019,Agosto,Todas
Roraima,221,2019,Agosto,Todas
Santa Catarina,3730,2019,Agosto,Todas
Sergipe,1082,2019,Agosto,Todas
São Paulo,27457,2019,Agosto,Todas
Tocantins,519,2019,Agosto,Todas
Acre,361,2019,Dezembro,Todas
Alagoas,1452,2019,Dezembro,Todas
Amapá,196,2019,Dezembro,Todas
Amazonas,1153,2019,Dezembro,Todas
Bahia,5086,2019,Dezembro,Todas
Ceará,3411,2019,Dezembro,Todas
Distrito Federal,1218,2019,Dezembro,Todas
Espírito Santo,2101,2019,Dezembro,Todas
Goiás,2575,2019,Dezembro,Todas
Maranhão,1549,2019,Dezembro,Todas
Mato Grosso,1175,2019,Dezembro,Todas
Mato Grosso do Sul,1191,2019,Dezembro,Todas
Minas Gerais,9524,2019,Dezembro,Todas
Paraná,5658,2019,Dezembro,Todas
Paraíba,2148,2019,Dezembro,Todas
Pará,2234,2019,Dezembro,Todas
Pernambuco,5252,2019,Dezembro,Todas
Piauí,1048,2019,Dezembro,Todas
Rio Grande do Norte,1312,2019,Dezembro,Todas
Rio Grande do Sul,7051,2019,Dezembro,Todas
Rio de Janeiro,11063,2019,Dezembro,Todas
Rondônia,678,2019,Dezembro,Todas
Roraima,185,2019,Dezembro,Todas
Santa Catarina,3108,2019,Dezembro,Todas
Sergipe,1024,2019,Dezembro,Todas
São Paulo,22846,2019,Dezembro,Todas
Tocantins,542,2019,Dezembro,Todas
Acre,299,2019,Fevereiro,Todas
Alagoas,1214,2019,Fevereiro,Todas
Amapá,220,2019,Fevereiro,Todas
Amazonas,1134,2019,Fevereiro,Todas
Bahia,5127,2019,Fevereiro,Todas
Ceará,3089,2019,Fevereiro,Todas
Distrito Federal,1064,2019,Fevereiro,Todas
Espírito Santo,1758,2019,Fevereiro,Todas
Goiás,2375,2019,Fevereiro,Todas
Maranhão,1720,2019,Fevereiro,Todas
Mato Grosso,920,2019,Fevereiro,Todas
Mato Grosso do Sul,1149,2019,Fevereiro,Todas
Minas Gerais,9018,2019,Fevereiro,Todas
Paraná,4893,2019,Fevereiro,Todas
Paraíba,2002,2019,Fevereiro,Todas
Pará,2054,2019,Fevereiro,Todas
Pernambuco,4513,2019,Fevereiro,Todas
Piauí,1090,2019,Fevereiro,Todas
Rio Grande do Norte,1211,2019,Fevereiro,Todas
Rio Grande do Sul,6054,2019,Fevereiro,Todas
Rio de Janeiro,9899,2019,Fevereiro,Todas
Rondônia,618,2019,Fevereiro,Todas
Roraima,124,2019,Fevereiro,Todas
Santa Catarina,3140,2019,Fevereiro,Todas
Sergipe,955,2019,Fevereiro,Todas
São Paulo,22853,2019,Fevereiro,Todas
Tocantins,432,2019,Fevereiro,Todas
Acre,296,2019,Janeiro,Todas
Alagoas,1377,2019,Janeiro,Todas
Amapá,283,2019,Janeiro,Todas
Amazonas,1189,2019,Janeiro,Todas
Bahia,5707,2019,Janeiro,Todas
Ceará,3595,2019,Janeiro,Todas
Distrito Federal,1198,2019,Janeiro,Todas
Espírito Santo,2175,2019,Janeiro,Todas
Goiás,2852,2019,Janeiro,Todas
Maranhão,1903,2019,Janeiro,Todas
Mato Grosso,1052,2019,Janeiro,Todas
Mato Grosso do Sul,1363,2019,Janeiro,Todas
Minas Gerais,11241,2019,Janeiro,Todas
Paraná,5901,2019,Janeiro,Todas
Paraíba,2276,2019,Janeiro,Todas
Pará,2255,2019,Janeiro,Todas
Pernambuco,5136,2019,Janeiro,Todas
Piauí,1387,2019,Janeiro,Todas
Rio Grande do Norte,1475,2019,Janeiro,Todas
Rio Grande do Sul,6937,2019,Janeiro,Todas
Rio de Janeiro,11393,2019,Janeiro,Todas
Rondônia,754,2019,Janeiro,Todas
Roraima,186,2019,Janeiro,Todas
Santa Catarina,3586,2019,Janeiro,Todas
Sergipe,1069,2019,Janeiro,Todas
São Paulo,27822,2019,Janeiro,Todas
Tocantins,549,2019,Janeiro,Todas
Acre,316,2019,Julho,Todas
Alagoas,1626,2019,Julho,Todas
Amapá,271,2019,Julho,Todas
Amazonas,1268,2019,Julho,Todas
Bahia,6361,2019,Julho,Todas
Ceará,3645,2019,Julho,Todas
Distrito Federal,1297,2019,Julho,Todas
Espírito Santo,2324,2019,Julho,Todas
Goiás,3096,2019,Julho,Todas
Maranhão,1854,2019,Julho,Todas
Mato Grosso,1283,2019,Julho,Todas
Mato Grosso do Sul,1619,2019,Julho,Todas
Minas Gerais,11829,2019,Julho,Todas
Paraná,6950,2019,Julho,Todas
Paraíba,2590,2019,Julho,Todas
Pará,2264,2019,Julho,Todas
Pernambuco,5762,2019,Julho,Todas
Piauí,1396,2019,Julho,Todas
Rio Grande do Norte,1679,2019,Julho,Todas
Rio Grande do Sul,9520,2019,Julho,Todas
Rio de Janeiro,13224,2019,Julho,Todas
Rondônia,729,2019,Julho,Todas
Roraima,250,2019,Julho,Todas
Santa Catarina,4212,2019,Julho,Todas
Sergipe,1229,2019,Julho,Todas
São Paulo,31260,2019,Julho,Todas
Tocantins,544,2019,Julho,Todas
Acre,289,2019,Junho,Todas
Alagoas,1392,2019,Junho,Todas
Amapá,229,2019,Junho,Todas
Amazonas,1117,2019,Junho,Todas
Bahia,5426,2019,Junho,Todas
Ceará,3325,2019,Junho,Todas
Distrito Federal,1287,2019,Junho,Todas
Espírito Santo,2097,2019,Junho,Todas
Goiás,2724,2019,Junho,Todas
Maranhão,1674,2019,Junho,Todas
Mato Grosso,1154,2019,Junho,Todas
Mato Grosso do Sul,1431,2019,Junho,Todas
Minas Gerais,10350,2019,Junho,Todas
Paraná,5994,2019,Junho,Todas
Paraíba,2169,2019,Junho,Todas
Pará,1751,2019,Junho,Todas
Pernambuco,5032,2019,Junho,Todas
Piauí,1184,2019,Junho,Todas
Rio Grande do Norte,1285,2019,Junho,Todas
Rio Grande do Sul,7478,2019,Junho,Todas
Rio de Janeiro,12672,2019,Junho,Todas
Rondônia,669,2019,Junho,Todas
Roraima,186,2019,Junho,Todas
Santa Catarina,3368,2019,Junho,Todas
Sergipe,1030,2019,Junho,Todas
São Paulo,26757,2019,Junho,Todas
Tocantins,462,2019,Junho,Todas
Acre,316,2019,Maio,Todas
Alagoas,1656,2019,Maio,Todas
Amapá,250,2019,Maio,Todas
Amazonas,1204,2019,Maio,Todas
Bahia,5895,2019,Maio,Todas
Ceará,3955,2019,Maio,Todas
Distrito Federal,1294,2019,Maio,Todas
Espírito Santo,2162,2019,Maio,Todas
Goiás,2843,2019,Maio,Todas
Maranhão,2009,2019,Maio,Todas
Mato Grosso,1222,2019,Maio,Todas
Mato Grosso do Sul,1395,2019,Maio,Todas
Minas Gerais,11360,2019,Maio,Todas
Paraná,6188,2019,Maio,Todas
Paraíba,2494,2019,Maio,Todas
Pará,2549,2019,Maio,Todas
Pernambuco,5454,2019,Maio,Todas
Piauí,1448,2019,Maio,Todas
Rio Grande do Norte,1638,2019,Maio,Todas
Rio Grande do Sul,7347,2019,Maio,Todas
Rio de Janeiro,13208,2019,Maio,Todas
Rondônia,747,2019,Maio,Todas
Roraima,211,2019,Maio,Todas
Santa Catarina,3428,2019,Maio,Todas
Sergipe,1142,2019,Maio,Todas
São Paulo,27866,2019,Maio,Todas
Tocantins,540,2019,Maio,Todas
Acre,328,2019,Março,Todas
Alagoas,1331,2019,Março,Todas
Amapá,252,2019,Março,Todas
Amazonas,1224,2019,Março,Todas
Bahia,5096,2019,Março,Todas
Ceará,3481,2019,Março,Todas
Distrito Federal,1182,2019,Março,Todas
Espírito Santo,1994,2019,Março,Todas
Goiás,2533,2019,Março,Todas
Maranhão,1749,2019,Março,Todas
Mato Grosso,1144,2019,Março,Todas
Mato Grosso do Sul,1186,2019,Março,Todas
Minas Gerais,9677,2019,Março,Todas
Paraná,5384,2019,Março,Todas
Paraíba,2150,2019,Março,Todas
Pará,2191,2019,Março,Todas
Pernambuco,4983,2019,Março,Todas
Piauí,1195,2019,Março,Todas
Rio Grande do Norte,1320,2019,Março,Todas
Rio Grande do Sul,6490,2019,Março,Todas
Rio de Janeiro,10472,2019,Março,Todas
Rondônia,464,2019,Março,Todas
Roraima,164,2019,Março,Todas
Santa Catarina,3139,2019,Março,Todas
Sergipe,1072,2019,Março,Todas
São Paulo,23514,2019,Março,Todas
Tocantins,419,2019,Março,Todas
Acre,333,2019,Novembro,Todas
Alagoas,1433,2019,Novembro,Todas
Amapá,258,2019,Novembro,Todas
Amazonas,1067,2019,Novembro,Todas
Bahia,5332,2019,Novembro,Todas
Ceará,3286,2019,Novembro,Todas
Distrito Federal,1167,2019,Novembro,Todas
Espírito Santo,1919,2019,Novembro,Todas
Goiás,2545,2019,Novembro,Todas
Maranhão,1459,2019,Novembro,Todas
Mato Grosso,1112,2019,Novembro,Todas
Mato Grosso do Sul,1246,2019,Novembro,Todas
Minas Gerais,9160,2019,Novembro,Todas
Paraná,5509,2019,Novembro,Todas
Paraíba,2110,2019,Novembro,Todas
Pará,1947,2019,Novembro,Todas
Pernambuco,4921,2019,Novembro,Todas
Piauí,1167,2019,Novembro,Todas
Rio Grande do Norte,1242,2019,Novembro,Todas
Rio Grande do Sul,6978,2019,Novembro,Todas
Rio de Janeiro,10253,2019,Novembro,Todas
Rondônia,645,2019,Novembro,Todas
Roraima,200,2019,Novembro,Todas
Santa Catarina,3236,2019,Novembro,Todas
Sergipe,897,2019,Novembro,Todas
São Paulo,23677,2019,Novembro,Todas
Tocantins,480,2019,Novembro,Todas
Acre,308,2019,Outubro,Todas
Alagoas,1492,2019,Outubro,Todas
Amapá,246,2019,Outubro,Todas
Amazonas,1182,2019,Outubro,Todas
Bahia,5881,2019,Outubro,Todas
Ceará,3392,2019,Outubro,Todas
Distrito Federal,1300,2019,Outubro,Todas
Espírito Santo,2014,2019,Outubro,Todas
Goiás,2888,2019,Outubro,Todas
Maranhão,1811,2019,Outubro,Todas
Mato Grosso,1291,2019,Outubro,Todas
Mato Grosso do Sul,1365,2019,Outubro,Todas
Minas Gerais,10288,2019,Outubro,Todas
Paraná,5764,2019,Outubro,Todas
Paraíba,2224,2019,Outubro,Todas
Pará,2143,2019,Outubro,Todas
Pernambuco,5202,2019,Outubro,Todas
Piauí,1237,2019,Outubro,Todas
Rio Grande do Norte,1385,2019,Outubro,Todas
Rio Grande do Sul,7862,2019,Outubro,Todas
Rio de Janeiro,10970,2019,Outubro,Todas
Rondônia,634,2019,Outubro,Todas
Roraima,192,2019,Outubro,Todas
Santa Catarina,3683,2019,Outubro,Todas
Sergipe,1087,2019,Outubro,Todas
São Paulo,26393,2019,Outubro,Todas
Tocantins,520,2019,Outubro,Todas
Acre,339,2019,Setembro,Todas
Alagoas,1474,2019,Setembro,Todas
Amapá,226,2019,Setembro,Todas
Amazonas,1145,2019,Setembro,Todas
Bahia,5699,2019,Setembro,Todas
Ceará,3252,2019,Setembro,Todas
Distrito Federal,1301,2019,Setembro,Todas
Espírito Santo,2088,2019,Setembro,Todas
Goiás,2813,2019,Setembro,Todas
Maranhão,1653,2019,Setembro,Todas
Mato Grosso,1348,2019,Setembro,Todas
Mato Grosso do Sul,1441,2019,Setembro,Todas
Minas Gerais,10335,2019,Setembro,Todas
Paraná,6129,2019,Setembro,Todas
Paraíba,2216,2019,Setembro,Todas
Pará,2188,2019,Setembro,Todas
Pernambuco,5180,2019,Setembro,Todas
Piauí,1142,2019,Setembro,Todas
Rio Grande do Norte,1371,2019,Setembro,Todas
Rio Grande do Sul,8040,2019,Setembro,Todas
Rio de Janeiro,11750,2019,Setembro,Todas
Rondônia,715,2019,Setembro,Todas
Roraima,230,2019,Setembro,Todas
Santa Catarina,3689,2019,Setembro,Todas
Sergipe,992,2019,Setembro,Todas
São Paulo,25877,2019,Setembro,Todas
Tocantins,470,2019,Setembro,Todas
Acre,294,2020,Abril,Todas
Alagoas,1381,2020,Abril,Todas
Amapá,114,2020,Abril,Todas
Amazonas,2826,2020,Abril,Todas
Bahia,5055,2020,Abril,Todas
Ceará,4270,2020,Abril,Todas
Distrito Federal,1166,2020,Abril,Todas
Espírito Santo,2071,2020,Abril,Todas
Goiás,2576,2020,Abril,Todas
Maranhão,2145,2020,Abril,Todas
Mato Grosso,1039,2020,Abril,Todas
Mato Grosso do Sul,1223,2020,Abril,Todas
Minas Gerais,10075,2020,Abril,Todas
Paraná,5736,2020,Abril,Todas
Paraíba,2076,2020,Abril,Todas
Pará,2635,2020,Abril,Todas
Pernambuco,6162,2020,Abril,Todas
Piauí,1204,2020,Abril,Todas
Rio Grande do Norte,1375,2020,Abril,Todas
Rio Grande do Sul,6678,2020,Abril,Todas
Rio de Janeiro,14051,2020,Abril,Todas
Rondônia,679,2020,Abril,Todas
Roraima,194,2020,Abril,Todas
Santa Catarina,3518,2020,Abril,Todas
Sergipe,1017,2020,Abril,Todas
São Paulo,27919,2020,Abril,Todas
Tocantins,466,2020,Abril,Todas
Acre,333,2020,Fevereiro,Todas
Alagoas,1292,2020,Fevereiro,Todas
Amapá,184,2020,Fevereiro,Todas
Amazonas,1160,2020,Fevereiro,Todas
Bahia,4708,2020,Fevereiro,Todas
Ceará,3184,2020,Fevereiro,Todas
Distrito Federal,1103,2020,Fevereiro,Todas
Espírito Santo,1836,2020,Fevereiro,Todas
Goiás,2400,2020,Fevereiro,Todas
Maranhão,1654,2020,Fevereiro,Todas
Mato Grosso,1037,2020,Fevereiro,Todas
Mato Grosso do Sul,1171,2020,Fevereiro,Todas
Minas Gerais,9142,2020,Fevereiro,Todas
Paraná,5134,2020,Fevereiro,Todas
Paraíba,1894,2020,Fevereiro,Todas
Pará,1963,2020,Fevereiro,Todas
Pernambuco,4601,2020,Fevereiro,Todas
Piauí,989,2020,Fevereiro,Todas
Rio Grande do Norte,1247,2020,Fevereiro,Todas
Rio Grande do Sul,6344,2020,Fevereiro,Todas
Rio de Janeiro,10129,2020,Fevereiro,Todas
Rondônia,605,2020,Fevereiro,Todas
Roraima,168,2020,Fevereiro,Todas
Santa Catarina,2964,2020,Fevereiro,Todas
Sergipe,918,2020,Fevereiro,Todas
São Paulo,21955,2020,Fevereiro,Todas
Tocantins,451,2020,Fevereiro,Todas
Acre,371,2020,Janeiro,Todas
Alagoas,1543,2020,Janeiro,Todas
Amapá,247,2020,Janeiro,Todas
Amazonas,1315,2020,Janeiro,Todas
Bahia,6092,2020,Janeiro,Todas
Ceará,3585,2020,Janeiro,Todas
Distrito Federal,1245,2020,Janeiro,Todas
Espírito Santo,2158,2020,Janeiro,Todas
Goiás,2819,2020,Janeiro,Todas
Maranhão,1894,2020,Janeiro,Todas
Mato Grosso,1151,2020,Janeiro,Todas
Mato Grosso do Sul,1266,2020,Janeiro,Todas
Minas Gerais,10889,2020,Janeiro,Todas
Paraná,5740,2020,Janeiro,Todas
Paraíba,2237,2020,Janeiro,Todas
Pará,2318,2020,Janeiro,Todas
Pernambuco,5362,2020,Janeiro,Todas
Piauí,1115,2020,Janeiro,Todas
Rio Grande do Norte,1385,2020,Janeiro,Todas
Rio Grande do Sul,7464,2020,Janeiro,Todas
Rio de Janeiro,11048,2020,Janeiro,Todas
Rondônia,458,2020,Janeiro,Todas
Roraima,213,2020,Janeiro,Todas
Santa Catarina,3714,2020,Janeiro,Todas
Sergipe,1074,2020,Janeiro,Todas
São Paulo,28434,2020,Janeiro,Todas
Tocantins,560,2020,Janeiro,Todas
Acre,560,2020,Junho,Junho
Alagoas,2101,2020,Junho,Junho
Amapá,344,2020,Junho,Junho
Amazonas,1289,2020,Junho,Junho
Bahia,5334,2020,Junho,Junho
Ceará,4703,2020,Junho,Junho
Distrito Federal,1345,2020,Junho,Junho
Espírito Santo,2523,2020,Junho,Junho
Goiás,2345,2020,Junho,Junho
Maranhão,2417,2020,Junho,Junho
Mato Grosso,836,2020,Junho,Junho
Mato Grosso do Sul,1066,2020,Junho,Junho
Minas Gerais,8091,2020,Junho,Junho
Paraná,5085,2020,Junho,Junho
Paraíba,2291,2020,Junho,Junho
Pará,2065,2020,Junho,Junho
Pernambuco,5573,2020,Junho,Junho
Piauí,760,2020,Junho,Junho
Rio Grande do Norte,1598,2020,Junho,Junho
Rio Grande do Sul,6562,2020,Junho,Junho
Rio de Janeiro,11321,2020,Junho,Junho
Rondônia,454,2020,Junho,Junho
Roraima,221,2020,Junho,Junho
Santa Catarina,3031,2020,Junho,Junho
Sergipe,1162,2020,Junho,Junho
São Paulo,29617,2020,Junho,Junho
Tocantins,420,2020,Junho,Junho
Acre,396,2020,Maio,Junho
Alagoas,2169,2020,Maio,Junho
Amapá,263,2020,Maio,Junho
Amazonas,2607,2020,Maio,Junho
Bahia,5754,2020,Maio,Junho
Ceará,7364,2020,Maio,Junho
Distrito Federal,1264,2020,Maio,Junho
Espírito Santo,2485,2020,Maio,Junho
Goiás,2744,2020,Maio,Junho
Maranhão,2890,2020,Maio,Junho
Mato Grosso,1061,2020,Maio,Junho
Mato Grosso do Sul,1257,2020,Maio,Junho
Minas Gerais,10178,2020,Maio,Junho
Paraná,5502,2020,Maio,Junho
Paraíba,2686,2020,Maio,Junho
Pará,4259,2020,Maio,Junho
Pernambuco,8543,2020,Maio,Junho
Piauí,986,2020,Maio,Junho
Rio Grande do Norte,1382,2020,Maio,Junho
Rio Grande do Sul,6725,2020,Maio,Junho
Rio de Janeiro,18514,2020,Maio,Junho
Rondônia,1202,2020,Maio,Junho
Roraima,309,2020,Maio,Junho
Santa Catarina,3137,2020,Maio,Junho
Sergipe,933,2020,Maio,Junho
São Paulo,29571,2020,Maio,Junho
Tocantins,474,2020,Maio,Junho
Acre,336,2020,Março,Todas
Alagoas,1397,2020,Março,Todas
Amapá,177,2020,Março,Todas
Amazonas,1238,2020,Março,Todas
Bahia,5076,2020,Março,Todas
Ceará,3614,2020,Março,Todas
Distrito Federal,1294,2020,Março,Todas
Espírito Santo,2099,2020,Março,Todas
Goiás,2666,2020,Março,Todas
Maranhão,1771,2020,Março,Todas
Mato Grosso,1236,2020,Março,Todas
Mato Grosso do Sul,1380,2020,Março,Todas
Minas Gerais,10572,2020,Março,Todas
Paraná,5870,2020,Março,Todas
Paraíba,2171,2020,Março,Todas
Pará,2331,2020,Março,Todas
Pernambuco,5514,2020,Março,Todas
Piauí,846,2020,Março,Todas
Rio Grande do Norte,1351,2020,Março,Todas
Rio Grande do Sul,6643,2020,Março,Todas
Rio de Janeiro,11235,2020,Março,Todas
Rondônia,731,2020,Março,Todas
Roraima,201,2020,Março,Todas
Santa Catarina,2970,2020,Março,Todas
Sergipe,994,2020,Março,Todas
São Paulo,26679,2020,Março,Todas
Tocantins,525,2020,Março,Todas
